pmid	title_e	journal
33904039	Attitudes and Perceptions Towards Coronavirus Disease 2019 (COVID-19) Vaccine Acceptance Among Recovered African American Patients.	J Gen Intern Med
33904037	Reply to the Letter to Editor by Lacout and colleagues: Chloroquine and Hydroxychloroquine for the Treatment of COVID-19: a Systematic Review and Meta-analysis.	J Gen Intern Med
33904036	Primary Care Access During the COVID-19 Pandemic: a Simulated Patient Study.	J Gen Intern Med
33903904	The experience of D/deaf healthcare professionals during the coronavirus pandemic.	Occup Med (Lond)
33903854	Convalescent plasma therapy - a silver lining for COVID-19 management?	Hematol Transfus Cell Ther
33903830	Impact of COVID-19 Outbreak on Emergency Visits and Emergency Consultations: A Cross-Sectional Study.	Cureus
33903811	Hospital Collaboration in Response to the COVID-19 Pandemic in Kansas City Metropolitan Region.	Kans J Med
33903809	Is Rural Kansas Prepared? An Assessment of Resources Related to the COVID-19 Pandemic.	Kans J Med
33903806	Periodontal health related-inflammatory and metabolic profiles of patients with end-stage renal disease: potential strategy for predictive, preventive, and personalized medicine.	EPMA J
33903794	Changing trends in the outpatient dental visits during the COVID - 19 pandemic in a tertiary care hospital.	Saudi J Biol Sci
33903751	Being fair to participants in placebo-controlled COVID-19 vaccine trials.	Nat Med
33903280	Boosting positive mood in medical and emergency personnel during the COVID-19 pandemic: preliminary evidence of efficacy, feasibility and acceptability of a novel online ambulatory intervention.	Occup Environ Med
33903205	Can shared decision making address COVID-19 vaccine hesitancy?	BMJ Evid Based Med
33903046	Mental Health and Endocrine Telemedicine Consultations in Transgender Subjects During the COVID-19 Outbreak in Italy: A Cross-Sectional Web-Based Survey.	J Sex Med
33903045	Testosterone's Role in COVID-19.	J Sex Med
33902961	The yearly impact of COVID-19 pandemic on emergency ophthalmic care at a secondary center.	Am J Emerg Med
33902884	Expanding Pediatric Emergency Physician's Scope of Practice in Response to the COVID-19 Pandemic.	J Emerg Med
33902837	Prevalence of SARS-Cov-2 Antibodies in Emergency Medicine Healthcare Workers.	Ann Emerg Med
33902827	Young Man With Shortness of Breath.	Ann Emerg Med
33902766	COVID-19 vaccination and cultural tightness.	Psychol Med
33902760	Clinical features and outcomes of COVID-19 patients hospitalized for psychiatric disorders: a French multi-centered prospective observational study.	Psychol Med
33902635	Vitamin D status of Arab Gulf residents screened for SARS-CoV-2 and its association with COVID-19 infection: a multi-centre case-control study.	J Transl Med
33902581	Estimating the effectiveness of routine asymptomatic PCR testing at different frequencies for the detection of SARS-CoV-2 infections.	BMC Med
33902513	Clinical, radiological and functional outcomes in patients with SARS-CoV-2 pneumonia: a prospective observational study.	BMC Pulm Med
33902377	Pulmonary fibrosis secondary to COVID-19: a narrative review.	Expert Rev Respir Med
33901788	Evolution of lung function and chest CT 6 months after COVID-19 pneumonia: Real-life data from a Belgian University Hospital.	Respir Med
33901787	Impaired diffusing capacity for carbon monoxide is common in critically ill Covid-19 patients at four months post-discharge.	Respir Med
33901708	SARS-CoV-2 vaccination efficacy on hospitalisation and variants.	Anaesth Crit Care Pain Med
33901416	Extracorporeal Membrane Oxygenation instead of Invasive Mechanical Ventilation in a Patient with Severe COVID-19-associated Acute Respiratory Distress Syndrome.	Am J Respir Crit Care Med
33901392	Knowledge, Attitudes, and Practices towards COVID-19 Transmission and Preventive Measures among Residents of Nigeria: A Population-Based Survey through Social Media.	West Afr J Med
33901048	Adapting Alzheimer Disease and Related Dementias Clinical Research Evaluations in the Age of COVID-19.	Alzheimer Dis Assoc Disord
33901045	A Clinical Vignette on Community Transition After Inpatient Rehabilitation for a Veteran With New Spinal Cord Injury-Related Disability During the COVID-19 Pandemic.	Am J Phys Med Rehabil
33901042	Inpatient Rehabilitation After COVID-19 Hospitalization in a Patient With Lung Transplant: A Case Study.	Am J Phys Med Rehabil
33901039	Phase-Adapted Rehabilitation for Acute Coronavirus Disease-19 Patients and Patient With Long-term Sequelae of Coronavirus Disease-19.	Am J Phys Med Rehabil
33900794	Update Alert 8: Risks and Impact of Angiotensin-Converting Enzyme Inhibitors or Angiotensin-Receptor Blockers on SARS-CoV-2 Infection in Adults.	Ann Intern Med
33900791	Performance Evaluation of Serial SARS-CoV-2 Rapid Antigen Testing During a Nursing Home Outbreak.	Ann Intern Med
33900713	Knowledge, Attitude and Practice on Covid-19 among Clinical Healthcare Workers in Bingham University Teaching Hospital (BHUTH) Jos, Plateau State, Nigeria.	West Afr J Med
33900541	Embracing the Uncertainty: an Important Lesson from COVID-19.	J Gen Intern Med
33900368	Errors in Reported SOFA Scores and Added Supplement Listing STOP-COVID Investigators.	JAMA Intern Med
33900357	Hand Hygiene Compliance Rate During the COVID-19 Pandemic.	JAMA Intern Med
33899672	Assessment of the psychological impact of the COVID-19 pandemic on pregnant women.	J Matern Fetal Neonatal Med
33899615	Embracing resilience in multiple sclerosis: a new perspective from COVID-19 pandemic.	Psychol Health Med
33899609	COVID-19: captures iron and generates reactive oxygen species to damage the human immune system.	Autoimmunity
33899596	In praise of hygiene.	J R Soc Med
33899595	The unwanted legacies of COVID-19.	J R Soc Med
33899542	Manipulation of genes could inhibit SARS-CoV-2 infection that causes COVID-19 pandemics.	Exp Biol Med (Maywood)
33899350	Chicken IgY Antibodies Provide Mucosal Barrier against SARS-CoV-2 Virus and Other Pathogens.	Isr Med Assoc J
33899110	Erratum to: Telemedicine for Chronic Pain in the COVID-19 Era and Beyond.	Pain Med
33899039	Modelling the effectiveness of intervention strategies to control COVID-19 outbreaks and estimating healthcare demand in Germany.	Public Health Pract (Oxf)
33899036	Optimal hyperparameter selection of deep learning models for COVID-19 chest X-ray classification.	Intell Based Med
33899033	Asymptomatic and symptomatic SARS-CoV-2 infections elicit polyfunctional antibodies.	Cell Rep Med
33899032	Soluble interleukin-6 receptor in the COVID-19 cytokine storm syndrome.	Cell Rep Med
33899031	BNT162b2 vaccination effectively prevents the rapid rise of SARS-CoV-2 variant B.1.1.7 in high-risk populations in Israel.	Cell Rep Med
33898967	SARS-CoV-2 Seropositivity Rates in Patients and Clinical Staff in New York City Dialysis Facilities: Association With the General Population.	Kidney Med
33898966	Acute Kidney Injury and Advanced Kidney Disease in the COVID-19 Pandemic: Proceedings From a National Kidney Foundation Symposium.	Kidney Med
33898925	Repositioned Drugs for COVID-19-the Impact on Multiple Organs.	SN Compr Clin Med
33898924	COVID-19 and Pregnancy: Risk, Symptoms, Diagnosis, and Treatment.	SN Compr Clin Med
33898907	Social Media Bridges the Training Gap Between Match Day and Internship With ACGME Milestone-based Clinical Case Curriculum.	AEM Educ Train
33898733	Immunoinformatics and molecular modeling approach to design universal multi-epitope vaccine for SARS-CoV-2.	Inform Med Unlocked
33898732	Identification of SARS-CoV-2 origin: Using Ngrams, principal component analysis and Random Forest algorithm.	Inform Med Unlocked
33898692	Ivermectin & COVID-19: Let's keep a One Health perspective.	Sustain Chem Pharm
33898691	COVID-19 in Brazil: The catastrophic results of an inappropriate and unequal health policy.	Ethics Med Public Health
33898690	Diagnostic performance of an automated chemiluminescence immunoassay for SARS-CoV-2 IgG and IgM antibodies detection: A real life experience.	Pract Lab Med
33898689	Comparison of virus neutralization activity and results of 10 different anti-SARS-CoV-2 serological tests in COVID-19 recovered plasma donors.	Pract Lab Med
33898686	Plasma LDH: A specific biomarker for lung affectation in COVID-19?	Pract Lab Med
33898518	An Overview of Spike Surface Glycoprotein in Severe Acute Respiratory Syndrome-Coronavirus.	Front Mol Biosci
33898491	Frequency and Risk Factors for Spontaneous Pneumomediastinum in COVID-19 Patients.	Front Med (Lausanne)
33898488	Dentistry Amidst the COVID-19 Pandemic: Knowledge, Attitude, and Practices Among the Saudi Arabian Dental Students.	Front Med (Lausanne)
33898484	Engineering Tissue-Informed Biomaterials to Advance Pulmonary Regenerative Medicine.	Front Med (Lausanne)
33898480	Advancing Risk Analysis of COVID-19 Clinical Predictors: The Case of Fasting Blood Glucose.	Front Med (Lausanne)
33898477	Mortality Benefit of Convalescent Plasma in COVID-19: A Systematic Review and Meta-Analysis.	Front Med (Lausanne)
33898312	Challenges and Initiatives in Diversity, Equity and Inclusion in Cancer Molecular Imaging.	Front Oncol
33898273	Safety of COVID-19 vaccines administered in the EU: Should we be concerned?	Toxicol Rep
33898040	Positive COVID19-PCR patients as negative controls for COVID19 antibody tests.	Ann Med Surg (Lond)
33898039	ST elevation revealing acute myocarditis with SARS cov 2 infection: Case report.	Ann Med Surg (Lond)
33898038	Negative SARS-COV-2 pleural effusion in breast carcinoma coincide with COVID-19 infection: Case report.	Ann Med Surg (Lond)
33898030	Empowering patients and educating staff - An online solution for the COVID era and beyond!	Ann Med Surg (Lond)
33898022	Cardiovascular injuries during COVID-19 infection: A PROCESS-compliant case series from the Eastern Morocco.	Ann Med Surg (Lond)
33897916	Making a complex dental care tailored to the person: population health in focus of predictive, preventive and personalised (3P) medical approach.	EPMA J
33897833	Promising role of curcumin against viral diseases emphasizing COVID-19 management: A review on the mechanistic insights with reference to host-pathogen interaction and immunomodulation.	J Funct Foods
33897204	A Randomized open label parallel group pilot study to evaluate efficacy of Ayurveda interventions in the management of Asymptomatic and Mild COVID-19 patients-Experiences of a Lucknow based Level 2 hospital of Uttar Pradesh, India.	J Ayurveda Integr Med
33897111	[SARS-CoV2 incidental findings among Hamburg deaths: an epidemiological monitoring during the dynamic infection event in spring 2020].	Rechtsmedizin (Berl)
