pmid	title_e	journal
33822361	Non-life-threatening adverse effects with COVID-19 mRNA-1273 vaccine: A randomized, cross-sectional study on healthcare workers with detailed self-reported symptoms.	J Med Virol
33821923	Trends in Geographic and Temporal Distribution of US Children With Multisystem Inflammatory Syndrome During the COVID-19 Pandemic.	JAMA Pediatr
33819537	Mucocutaneous manifestations in children hospitalized with COVID-19.	J Am Acad Dermatol
33811315	Time of Onset of Selected Skin Lesions Associated with COVID-19: A Systematic Review.	Dermatol Ther (Heidelb)
33793102	[SARS-COV-2 infection and skin manifestations].	Rev Med Suisse
33787904	Multisystem Inflammatory Syndrome in a Child with Scrub Typhus and Macrophage Activation Syndrome.	J Trop Pediatr
33786251	Purpuric Rash and Thrombocytopenia After the mRNA-1273 (Moderna) COVID-19 Vaccine.	Cureus
33783017	Persistent maculopapular rash after the first dose of Pfizer-BioNTech COVID-19 vaccine.	J Eur Acad Dermatol Venereol
33778806	Young man with a diffuse rash and red eyes after recovery from COVID-2019.	J Am Coll Emerg Physicians Open
33778091	Cutaneous Findings in SARS-CoV-2-Associated Multisystem Inflammatory Disease in Children.	Open Forum Infect Dis
33776494	Validation of the FCV-19 Scale and Assessment of Fear of COVID-19 in the Population of Mozambique, East Africa.	Psychol Res Behav Manag
33766974	Severe urticarial rash as the initial symptom of COVID-19 infection.	BMJ Case Rep
33766961	Brachial plexopathy as a complication of COVID-19.	BMJ Case Rep
33762287	SARS-CoV-2 infection triggering recurrence of Kawasaki disease in a 10-year-old child.	BMJ Case Rep
33760858	Reduced mortality in COVID-19 patients treated with colchicine: Results from a retrospective, observational study.	PLoS One
33756192	Coronavirus disease in children: A multicentre study from the Kingdom of Saudi Arabia.	J Infect Public Health
33753947	[COVID-19 in children: SARS-CoV-2-related inflammatory multisystem syndrome mimicking Kawasaki disease].	Bull Acad Natl Med
33751746	Dermatological findings in patients admitting to dermatology clinic after using face masks during Covid-19 pandemia: A new health problem.	Dermatol Ther
33747514	Cutaneous manifestations of COVID-19 in Mexican patients: A case series and review of literature.	SAGE Open Med Case Rep
33747404	First Tunisian Cluster Admissions of Critically Ill Patients with Multisystem Inflammatory Syndrome in Children (MIS-C).	Mediterr J Hematol Infect Dis
33743006	A 34-Year-Old Woman with a Diamniotic Dichorionic Twin Pregnancy Presenting with an Erythematous and Papular Skin Rash Associated with SARS-CoV-2 Infection.	Am J Case Rep
33742457	Acral Changes in pediatric patients during COVID 19 pandemic: Registry report from the COVID 19 response task force of the society of pediatric dermatology (SPD) and pediatric dermatology research alliance (PeDRA).	Pediatr Dermatol
33719051	SDRIFE-like rash in COVID-19 patient: drug reaction or another cutaneous manifestation of SARS-CoV-2?	Int J Dermatol
33704478	Assessment of Use and Fit of Face Masks Among Individuals in Public During the COVID-19 Pandemic in China.	JAMA Netw Open
33690203	Analysis of the primary presenting symptoms and hematological findings of COVID-19 patients in Bangladesh.	J Infect Dev Ctries
33679145	Diagnosis of Adult Onset Still's Disease in a Patient Who has recovered from Coronavirus-19.	Clin Med Insights Case Rep
33665200	Skin Manifestations in COVID-19 Patients: Are They Indicators for Disease Severity? A Systematic Review.	Front Med (Lausanne)
33654659	SARS-CoV-2 associated viral encephalitis with mortality outcome.	Interdiscip Neurosurg
33649113	Human Safety, Tolerability, and Pharmacokinetics of Molnupiravir, a Novel Broad-Spectrum Oral Antiviral Agent with Activity Against SARS-CoV-2.	Antimicrob Agents Chemother
33641205	Gianotti-crosti syndrome in the setting of recent coronavirus disease-19 infection.	Pediatr Dermatol
33639889	Sudden neck swelling with rash as late manifestation of COVID-19: a case report.	BMC Infect Dis
33635229	The safety profile of hydroxychloroquine: major cutaneous and extracutaneous adverse events.	Clin Exp Rheumatol
33633944	Multisystem inflammatory syndrome in children during the coronavirus disease 2019 (COVID-19) pandemic: a systematic review of published case studies.	Transl Pediatr
33632409	Oral manifestations of COVID-2019-related multisystem inflammatory syndrome in children: a review of 47 pediatric patients.	J Am Dent Assoc
33632250	From SARS-CoV-2 hematogenous spreading to endothelial dysfunction: clinical-histopathological study of cutaneous signs of COVID-19.	Diagn Pathol
33627147	Distinguishing active pediatric COVID-19 pneumonia from MIS-C.	Pediatr Rheumatol Online J
33624293	Dermatological manifestations during COVID-19 and histological picture: Description of two clinical cases.	J Dermatol
33622835	Localized Scarlatiniform Rash of the Ears and Antecubital Fossa in COVID-19.	J Am Board Fam Med
33615173	Treatment with an Anti-CK2 Synthetic Peptide Improves Clinical Response in COVID-19 Patients with Pneumonia. A Randomized and Controlled Clinical Trial.	ACS Pharmacol Transl Sci
33614221	Impact of the COVID-19 Pandemic on Dermatology Practice Worldwide: Results of a Survey Promoted by the International Dermoscopy Society (IDS).	Dermatol Pract Concept
33614058	Immunoglobulin-A Vasculitis With Renal Involvement in a Patient With COVID-19: A Case Report and Review of Acute Kidney Injury Related to SARS-CoV-2.	Can J Kidney Health Dis
33608839	Multisystem inflammatory syndrome in pediatric COVID-19 patients: a meta-analysis.	World J Pediatr
33604961	A convolutional neural network architecture for the recognition of cutaneous manifestations of COVID-19.	Dermatol Ther
33601070	Vulvar Aphthous Ulcer in an Adolescent With COVID-19.	J Pediatr Adolesc Gynecol
33595840	Cutaneous manifestations and dermatological sequelae of Covid-19 infection compared to those from other viruses.	Australas J Dermatol
33585346	COVID-19-Induced Pancytopenia in a Major Molecular Response CML Patient on Dasatinib: A Case Report and Review of the Literature.	Eur J Case Rep Intern Med
33576926	Multisystem inflammatory syndrome in children during the COVID-19 pandemic in Turkey: first report from the Eastern Mediterranean.	Clin Rheumatol
33575158	Clinical Presentation and Successful Management of an Infant With Down Syndrome and COVID-19 in Riyadh, Saudi Arabia.	Cureus
33574714	Family Transmission of COVID-19 Including a Child with MIS-C and Acute Pancreatitis.	Int Med Case Rep J
33571168	Clinical and laboratory evaluation of patients with SARS-CoV-2 pneumonia treated with high-titer convalescent plasma.	JCI Insight
33566880	A case of COVID-19 with papulovesicular rash that progressed to retiform purpura, accompanied by cherry angiomas.	Sao Paulo Med J
33565816	Abnormal Nailfold Capillaroscopy in a Patient With Multisystem Inflammatory Syndrome in Children.	Pediatr Infect Dis J
33560802	Morbilliform rash after administration of Pfizer-BioNTech COVID-19 mRNA vaccine.	Dermatol Online J
33560783	Cutaneous manifestations of COVID-19.	Dermatol Online J
33554263	"Commentary on ""An Isolated Peculiar Gianotti-Crosti Rash in the Course of a COVID-19 Episode""."	Acta Derm Venereol
33552888	Novel approach for better compliance of mask during COVID pandemic.	J Oral Biol Craniofac Res
33542445	Pharmacogenomics and COVID-19: clinical implications of human genome interactions with repurposed drugs.	Pharmacogenomics J
33538563	Patient Perceptions and Satisfaction With Teledermatology During the COVID-19 Pandemic: A Survey-Based Study.	J Drugs Dermatol
33532103	COVID-19-Related Giant Coronary Aneurysms in an Infant with Multisystem Inflammatory Disorder in Children: The First Case Report from the United Arab Emirates and the Arab Region.	Case Rep Infect Dis
33527457	Systemic lupus erythematosus and varicella-like rash following COVID-19 in a previously healthy patient.	J Med Virol
33523608	SARS CoV-2 related microvascular damage and symptoms during and after COVID-19: Consequences of capillary transit-time changes, tissue hypoxia and inflammation.	Physiol Rep
33521958	Viral exanthema in the Americas during the SARS-CoV-2 pandemic infection: dengue or COVID-19?	Int J Dermatol
33513240	Unusual Clinical Manifestations and Outcome of Multisystem Inflammatory Syndrome in Children (MIS-C) in a Tertiary Care Hospital of North India.	J Trop Pediatr
33511657	SARS-CoV-2 spike protein positivity in pityriasis rosea-like and urticaria-like rashes of COVID-19.	Br J Dermatol
33510530	Kawasaki Disease like Multisystem Inflammatory Syndrome in a Toddler during SARS-CoV-2 Pandemic in Nepal.	J Nepal Health Res Counc
33509895	Rare cutaneous manifestation of COVID-19.	BMJ Case Rep
33505752	COVID-19-Associated Multisystem Inflammatory Syndrome Complicated with Giant Coronary Artery Aneurysm.	Case Rep Pediatr
33480653	Pediatric Acute B-Cell Lymphoblastic Leukemia Developing Following Recent SARS-CoV-2 Infection.	J Pediatr Hematol Oncol
33479703	Skin manifestations of COVID-19: A worldwide review.	JAAD Int
33471879	Herpes zoster may be a marker for COVID-19 infection during pregnancy.	Cutis
33466289	SARS-CoV-2 Infection and Oral Health: Therapeutic Opportunities and Challenges.	J Clin Med
33463127	COVID-19 Associated Multisystem Inflammatory Syndrome: A Systematic Review and Meta-analysis.	Iran J Allergy Asthma Immunol
33451000	Cutaneous Manifestations in COVID-19: Report on 31 Cases from Five Countries.	Biology (Basel)
33450039	A Child with COVID-19 and Immunoglobulin A Vasculitis.	Pediatr Ann
33448030	Diagnostic value of cutaneous manifestation of SARS-CoV-2 infection.	Br J Dermatol
33442282	Inflammation and Vascular Injury as the Basis of COVID-19 Skin Changes: Preliminary Analysis of 23 Patients from the Literature.	Clin Cosmet Investig Dermatol
33437752	Don't forget about syphilis: sexually transmitted diseases during COVID-19 pandemic.	J Public Health Res
33425537	A Case of Multisystem Inflammatory Syndrome Post-COVID-19 Infection in an Adult.	Cureus
33425278	Complete heart block and itchy rash in a patient with COVID-19.	Caspian J Intern Med
33423412	Cutaneous manifestations of COVID-19: a systematic review and analysis of individual patient-level data.	Dermatol Online J
33419393	Granulomatous interstitial nephritis in a patient with SARS-CoV-2 infection.	BMC Nephrol
33415126	SARS CoV-2 Organotropism Associated Pathogenic Relationship of Gut-Brain Axis and Illness.	Front Mol Biosci
33407828	A structured summary of a study protocol for a multi-center, randomized controlled trial (RCT) of COVID-19 prevention with Kampo medicines (Integrative Management in Japan for Epidemic Disease by prophylactic study: IMJEDI P1 study).	Trials
33405402	Acute Generalized Exanthematous Pustulosis (AGEP) in 12 Patients Treated for SARS-CoV-2 Positive Pneumonia.	Am J Dermatopathol
33403180	Adult Inflammatory Multi-System Syndrome Mimicking Kawasaki Disease in a Patient With COVID-19.	Cureus
33400417	Presentation and Management of Cutaneous Manifestations of COVID-19.	J Drugs Dermatol
33399338	Spectrum of Clinicopathologic Findings in COVID-19-induced Skin Lesions: Demonstration of Direct Viral Infection of the Endothelial Cells.	Am J Surg Pathol
33394922	An overview of cutaneous changes in COVID-19 patients.	Nursing
33393387	Safety of current immune checkpoint inhibitors in non-small cell lung cancer.	Expert Opin Drug Saf
33377313	Skin manifestations reported in association with COVID-19 infection.	J Dtsch Dermatol Ges
33362924	Ten-year-old boy with atypical COVID-19 symptom presentation: A case report.	Clin Case Rep
33347804	Characteristics of Patients Co-infected with Severe Acute Respiratory Syndrome Coronavirus 2 and Dengue Virus, Buenos Aires, Argentina, March-June 2020.	Emerg Infect Dis
33341210	Paraviral eruptions in the era of COVID-19: Do some skin manifestations point to a natural resistance to SARS-CoV-2?	Clin Dermatol
33334773	Reactivation of BCG inoculation site in a child with febrile exanthema of 3 days duration: an early indicator of incomplete Kawasaki disease.	BMJ Case Rep
33323343	Mucocutaneous disease and related clinical characteristics in hospitalized children and adolescents with COVID-19 and multisystem inflammatory syndrome in children.	J Am Acad Dermatol
33313016	Cutaneous Manifestations in Four Patients with COVID-19.	Eur J Case Rep Intern Med
33312022	COVID-19 Management in Newborn Babies in the Light of Recent Data: Breastfeeding, Rooming-in and Clinical Symptoms.	Sisli Etfal Hastan Tip Bul
33301232	A systematic review on treatment-related mucocutaneous reactions in COVID-19 patients.	Dermatol Ther
33295741	Cutaneous manifestations in an Italian military COVID hub.	G Ital Dermatol Venereol
33291502	Cutaneous Manifestations in Confirmed COVID-19 Patients: A Systematic Review.	Biology (Basel)
33283773	Systematic review and meta-analysis of effectiveness and safety of favipiravir in the management of novel coronavirus (COVID-19) patients.	Indian J Pharmacol
33281225	[Toxic shock syndrome due to Staphylococcus aureus in a small child, a (clinical or laboratory chemical) visual diagnosis?]	Monatsschr Kinderheilkd
33281008	Diffuse skin rash in tropical areas: Dengue fever or COVID-19?	An Bras Dermatol
33278056	Skin manifestations during the COVID-19 pandemic in the pediatric emergency department.	Pediatr Int
33249696	Kawasaki disease mimickers.	Pediatr Int
33244385	Vasculopathy-related cutaneous lesions and intrahepatic cholestasis as synchronous manifestations in a COVID-19 patient; a case report.	Gastroenterol Hepatol Bed Bench
33240733	Acute Generalized Exanthematous Pustulosis After COVID-19 Infection: A Case Report From Saudi Arabia.	Cureus
33236590	Hydroxychloroquine-related Rash in COVID-19 Infected Patient.	Isr Med Assoc J
33232965	Skin Manifestations Associated with COVID-19: Current Knowledge and Future Perspectives.	Dermatology
33231925	Assessment of COVID-19 Treatment containing both Hydroxychloroquine and Azithromycin: A natural clinical trial.	Int J Clin Pract
33230062	Clinical manifestation and disease progression in COVID-19 infection.	J Chin Med Assoc
33225970	Safety and efficacy of herbal extracts to restore respiratory health and improve innate immunity in COVID-19 positive patients with mild to moderate severity: A structured summary of a study protocol for a randomised controlled trial.	Trials
33224961	COVID-19 and Skin Manifestations: An Overview of Case Reports/Case Series and Meta-Analysis of Prevalence Studies.	Front Med (Lausanne)
33222290	Perineal desquamation: An early sign of the Kawasaki disease phenotype of MIS-C.	Pediatr Dermatol
33214962	Kawasaki Disease-Like Features in 10 Pediatric COVID-19 Cases: A Retrospective Study.	Cureus
33213393	COVID-19 or clinical amyopathic dermatomyositis associated rapidly progressive interstitial lung disease? A case report.	BMC Pulm Med
33209764	Cutaneous manifestations of coronavirus disease 2019 in 458 confirmed cases: A systematic review.	J Family Med Prim Care
33204745	Clinical Cutaneous Features of Patients Infected With SARS-CoV-2 Hospitalized for Pneumonia: A Cross-sectional Study.	Open Forum Infect Dis
33196004	Kawasaki Disease and COVID-19.	Mediterr J Rheumatol
33187046	Fever with Rash: A Clinical Dilemma.	J Assoc Physicians India
33180327	Cutaneous eruption in COVID-19-infected patients in Thailand: An observational descriptive study.	J Dermatol
33180050	New onset diabetes with diabetic ketoacidosis in a child with multisystem inflammatory syndrome due to COVID-19.	J Pediatr Endocrinol Metab
33168054	An itchy erythematous papular skin rash as a possible early sign of COVID-19: a case report.	J Med Case Rep
33167916	Clinical characteristics of 10 children with a pediatric inflammatory multisystem syndrome associated with COVID-19 in Iran.	BMC Pediatr
33161951	COVID-19 Rash.	Dtsch Arztebl Int
33161030	Cutaneous manifestations in patients with coronavirus disease 2019: clinical and histological findings.	Hum Pathol
33141476	Chilblains-like lesions and SARS-CoV-2 in children: An overview in therapeutic approach.	Dermatol Ther
33141443	Dermatologic manifestations of COVID-19: a comprehensive systematic review.	Int J Dermatol
33140827	ACE2 and gut amino acid transport.	Clin Sci (Lond)
33138853	Acute generalized exanthematous pustulosis and Stevens-Johnson syndrome overlap due to hydroxychloroquine: a case report.	J Med Case Rep
33134424	Cutaneous Vasculitis in a Patient With COVID-19.	Open Forum Infect Dis
33122237	Follicular eruption as a cutaneous manifestation in COVID-19.	BMJ Case Rep
33119481	Kawasaki-like disease and acute myocarditis in the SARS-CoV-2 pandemic - reports of three adolescents.	Bosn J Basic Med Sci
33113232	Generalized exanthema due to hydroxychloroquine during COVID-19 prophylaxis.	Int J Clin Pract
33111131	Temporal and spatial concomitance of exanthema and dysesthesia in a patient with SARS-cov-2 infection.	Brain Behav Immun Health
33110725	Multisystem Inflammatory Syndrome in Children Temporally Related to COVID-19: A Case Report From Saudi Arabia.	Cureus
33107038	COVID-19: An overview for dermatologists.	Int J Dermatol
33097683	Delayed Presentation of Acute Generalized Exanthematous Pustulosis Following Treatment with Cefepime in a Patient with COVID-19 without the Use of Hydroxychloroquine.	Am J Case Rep
33084483	The Effects of the Face Mask on the Skin Underneath: A Prospective Survey During the COVID-19 Pandemic.	J Prim Care Community Health
33083499	Clinical spectrum and risk factors for complicated disease course in children admitted with SARS-CoV-2 infection.	An Pediatr (Engl Ed)
33083367	Kawasaki-like Syndrome as an Emerging Complication of SARS-CoV-2 Infection in Young Adults.	Eur J Case Rep Intern Med
33076733	COVID-19 Wounds: Unusual Lower Extremity Bullae.	Int J Low Extrem Wounds
33066459	Presentation, Treatment Response and Short-Term Outcomes in Paediatric Multisystem Inflammatory Syndrome Temporally Associated with SARS-CoV-2 (PIMS-TS).	J Clin Med
33065421	How the COVID-19 pandemic has influenced pediatric rheumatology practice: Results of a global, cross-sectional, online survey.	Semin Arthritis Rheum
33065115	Discriminating Multisystem Inflammatory Syndrome in Children Requiring Treatment from Common Febrile Conditions in Outpatient Settings.	J Pediatr
33064699	Measles outbreak during the COVID-19 pandemic in Mexico.	Bol Med Hosp Infant Mex
33064698	Manifestaciones extrapulmonares de la infeccion por SARS-CoV-2.	Cir Cir
33062531	Coronavirus Disease 2019 (COVID-19) Accompanied by Maculopapular Rash: A Case Study.	Cureus
33062362	Discovering Associations: Kawasaki Disease and COVID-19.	Case Rep Pediatr
33061551	Herpes Zoster and Postherpetic Neuralgia in an Elderly Patient with Critical COVID-19: A Case Report.	J Pain Res
33058134	The Cutaneous Manifestations of COVID-19: A Review of Emerging Literature.	West Afr J Med
33047260	Cutaneous Manifestations in Adult Patients with COVID-19 and Dermatologic Conditions Related to the COVID-19 Pandemic in Health Care Workers.	Curr Allergy Asthma Rep
33039218	Non-respiratory presentations of COVID-19, a clinical review.	Am J Emerg Med
33035150	Cutaneous Manifestations of COVID-19: A Systematic Review.	Adv Wound Care (New Rochelle)
33033459	A case report of toxic epidermal necrolysis (TEN) in a patient with COVID-19 treated with hydroxychloroquine: are these two partners in crime?	Clin Mol Allergy
33020739	Palmar rash for the new coronavirus SARS-CoV-2.	Med Clin (Engl Ed)
33011038	Multisystem Inflammatory Syndrome in Children (MIS-C) in an Adolescent that Developed Coronary Aneurysms: A Case Report and Review of the Literature.	J Emerg Med
33001220	Acute disseminated encephalomyelitis in a COVID-19 pediatric patient.	Neuroradiology
32986289	Management of urticaria in COVID-19 patients: A systematic review.	Dermatol Ther
32978854	Interferon-beta as an enhancer of paraviral exanthema during influenza virus infection.	J Eur Acad Dermatol Venereol
32970840	Skin manifestations in patients hospitalized with confirmed COVID-19 disease: a cross-sectional study in a tertiary hospital.	Int J Dermatol
32966621	Systemic lupus erythematosus, varicella-like rash, and COVID-19.	J Med Virol
32965507	An Isolated Peculiar Gianotti-Crosti Rash in the Course of a COVID-19 Episode.	Acta Derm Venereol
32965453	Purpuric rash on the legs of a patient with coronavirus disease.	Rev Soc Bras Med Trop
32960100	Toxicity of chloroquine and hydroxychloroquine following therapeutic use or overdose.	Clin Toxicol (Phila)
32958555	Unmasking a malar rash during the COVID-19 pandemic.	BMJ Case Rep
32953841	Autoimmunity as the comet tail of COVID-19 pandemic.	World J Clin Cases
32950434	[Clinical spectrum and risk factors for complicated disease course in children admitted with SARS-CoV-2 infection].	An Pediatr (Engl Ed)
32946801	Multisystem inflammatory syndrome associated with COVID-19 from the pediatric emergency physician's point of view.	J Pediatr (Rio J)
32936462	The trend of cutaneous lesions during COVID-19 pandemic: lessons from a meta-analysis and systematic review.	Int J Dermatol
32935788	COVID-19 presenting as an exanthematic disease: a case report.	Rev Soc Bras Med Trop
32926683	Mixed Purpuric and Maculopapular Lesions in a Patient with COVID-19: A Case Report.	Clin Pract Cases Emerg Med
32926675	An Unusual Case Report of COVID-19 Presenting with Meningitis Symptoms and Shingles.	Clin Pract Cases Emerg Med
32926434	Systemic lupus erythematosus and varicella-like rash following COVID-19 in a previously healthy patient.	J Med Virol
32924059	The Natural History of Severe Acute Respiratory Syndrome Coronavirus 2-Related Multisystem Inflammatory Syndrome in Children: A Systematic Review.	J Pediatric Infect Dis Soc
32923675	Pityriasis rosea Gibert type rash in an asymptomatic patient that tested positive for COVID-19.	Med Clin (Engl Ed)
32912557	Cerebral Microhemorrhage and Purpuric Rash in COVID-19: The Case for a Secondary Microangiopathy.	J Stroke Cerebrovasc Dis
32905500	Effect of COVID-19 on the Organs.	Cureus
32902087	Urticaria and COVID-19: A review.	Dermatol Ther
32897642	The potential threat of multisystem inflammatory syndrome in children during the COVID-19 pandemic.	Pediatr Allergy Immunol
32894032	Clinical and laboratory characteristics of SARS-CoV2-infected paediatric patients in Jordan: serial RT-PCR testing until discharge.	Paediatr Int Child Health
32884519	Unexpected Presentation of COVID-19 in a 38-Year-Old Male Patient: A Case Report.	Case Rep Dermatol
32883510	Palmar rash for the new coronavirus SARS-CoV-2.	Med Clin (Barc)
32882184	Cutaneous Manifestations in the Context of SARS-CoV-2 Infection (COVID-19).	Actas Dermosifiliogr (Engl Ed)
32881072	Three cases of COVID-19 patients presenting with erythema.	J Dermatol
32871902	Viral exanthema as manifestation of SARS-CoV-2 infection: A case report.	Medicine (Baltimore)
32867008	Potential interactions of SARS-CoV-2 with human cell receptors in the skin: Understanding the enigma for a lower frequency of skin lesions compared to other tissues.	Exp Dermatol
32865778	Cutaneous Manifestations of COVID-19: An Evidence-Based Review.	Am J Clin Dermatol
32860461	Case report: SARS-CoV-2-induced urticaria or just a concomitance?	Dermatol Ther
32860276	Development of maculopapular exanthem in a COVID-19 patient.	J Dermatol
32854812	Multisystem inflammatory syndrome associated with SARS-CoV-2 infection in 45 children: a first report from Iran.	Epidemiol Infect
32850199	Morbilliform Rash: An Uncommon Herald of SARS-CoV-2.	Cureus
32843469	Meningococcal meningitis and COVID-19 co-infection.	BMJ Case Rep
32843441	COVID-19 Inflammatory Syndrome With Clinical Features Resembling Kawasaki Disease.	Pediatrics
32838013	The rise and evolution of COVID-19.	Int J Womens Dermatol
32835131	Novel case of an adult with toxic shock syndrome following COVID-19 infection.	Am J Ophthalmol Case Rep
32835099	Maculopapular rash as initial manifestation of SRAS-coronavirus-2 infection.	Med Clin (Engl Ed)
32835047	Unilateral laterothoracic exanthem in association with coronavirus disease 2019.	JAAD Case Rep
32828595	Erythema nodosum-like rash in a COVID-19 patient: A case report.	Am J Emerg Med
32826642	A Novel Pediatric Multisystem Inflammatory Syndrome During the COVID-19 Pandemic.	Pediatr Emerg Care
32821174	Fever with Rash is One of the First Presentations of COVID-19 in Children: A Case Report.	Int Med Case Rep J
32815151	SDRIFE-like rash associated with COVID-19, clinicopathological correlation.	Australas J Dermatol
32814757	A Case of COVID-19 with Late-Onset Rash and Transient Loss of Taste and Smell in a 15-Year-Old Boy.	Am J Case Rep
32803422	Cardiac manifestations in SARS-CoV-2-associated multisystem inflammatory syndrome in children: a comprehensive review and proposed clinical approach.	Eur J Pediatr
32798115	COVID-19 - What does a paediatrician need to know?	Paediatr Respir Rev
32794366	Familial clustering of COVID-19 skin manifestations.	Dermatol Ther
32792889	Maculopapular rash in COVID-19 patient treated with lopinavir/ritonavir.	Postepy Dermatol Alergol
32790663	COVID-19-Associated Multisystem Inflammatory Syndrome in Children - United States, March-July 2020.	MMWR Morb Mortal Wkly Rep
32790652	Three Cases of Pediatric Multisystem Inflammatory Syndrome Associated with COVID-19 Due to SARS-CoV-2.	Am J Case Rep
32778886	Multi-System Inflammatory Syndrome in a Child Mimicking Kawasaki Disease.	J Trop Pediatr
32775112	Dermatological Manifestations in Patients With SARS-CoV-2: A Systematic Review.	Cureus
32770717	Cutaneous, skin histopathological manifestations and relationship to COVID-19 infection patients.	Dermatol Ther
32763956	Reactive arthritis after COVID-19 infection.	RMD Open
32761371	Remdesivir-induced symmetrical drug-related intertriginous and flexural exanthema (SDRIFE)? A case report with review of the literature.	Eur J Clin Pharmacol
32756980	Incomplete Kawasaki Disease as Presentation of COVID-19 Infection in an Infant: A Case Report.	J Trop Pediatr
32755212	Imaging Findings in Multisystem Inflammatory Syndrome in Children (MIS-C) Associated With Coronavirus Disease (COVID-19).	AJR Am J Roentgenol
32745249	Five common skin manifestations of COVID-19 identified.	Br J Dermatol
32733733	Multisystem Inflammatory Syndrome in Children (MIS-C) Associated with 2019 Novel Coronavirus (SARS-CoV-2) Infection.	Case Rep Pediatr
32731783	Novel coronavirus infection and Kawasaki disease.	J Matern Fetal Neonatal Med
32731141	Dermatologic manifestations and complications of COVID-19.	Am J Emerg Med
32728335	Personal Protective Equipment: A Pandora's Box.	Indian J Crit Care Med
32724793	A Comprehensive Review of Cutaneous Manifestations Associated with COVID-19.	Biomed Res Int
32713127	What the physicians should know about mast cells, dendritic cells, urticaria, and omalizumab during COVID-19 or asymptomatic infections due to SARS-CoV-2?	Dermatol Ther
32701690	Histopathological Study of a Broad Spectrum of Skin Dermatoses in Patients Affected or Highly Suspected of Infection by COVID-19 in the Northern Part of Italy: Analysis of the Many Faces of the Viral-Induced Skin Diseases in Previous and New Reported Cases.	Am J Dermatopathol
32695687	Impact of COVID-19 Pandemic on Dermatologists and Dermatology Practice.	Indian Dermatol Online J
32682026	Caution in the time of rashes and COVID-19.	J Am Acad Dermatol
32681752	Emergency accesses in Dermatology Department during the Covid-19 pandemic in a referral third level center in the north of Italy.	Dermatol Ther
32669159	[Kawasaki disease - a new manifestation of COVID-19 in children].	Zhongguo Dang Dai Er Ke Za Zhi
32667631	Enanthem in Patients With COVID-19 and Skin Rash.	JAMA Dermatol
32665937	Erythematous Papular Rash: A Dermatological Feature of COVID-19.	Eur J Case Rep Intern Med
32664161	The efficacy of acupuncture for improving the side effects of COVID-19 western medicine treatments: A protocol for a systematic review and meta-analysis.	Medicine (Baltimore)
32656939	Lessons from dermatology about inflammatory responses in Covid-19.	Rev Med Virol
32654832	[Pityriasis rosea Gibert type rash in an asymptomatic patient that tested positive for COVID-19].	Med Clin (Barc)
32654404	Coronavirus disease 2019 (COVID-19) rash in a psoriatic patient treated with Secukinumab: Is there a role for Interleukin 17?	Dermatol Ther
32652520	Guillain-Barre Syndrome Associated With Severe Acute Respiratory Syndrome Coronavirus 2 Detection and Coronavirus Disease 2019 in a Child.	J Pediatric Infect Dis Soc
32646836	COVID-19 presenting as a viral exanthem and detected during admission prescreening in a hematopoietic cell transplant recipient.	Hematol Transfus Cell Ther
32645478	Hydroxychloroquine safety: A meta-analysis of randomized controlled trials.	Travel Med Infect Dis
32641443	Urticaria and angioedema as a prodromal cutaneous manifestation of SARS-CoV-2 (COVID-19) infection.	BMJ Case Rep
32639077	Cutaneous manifestations and considerations in COVID-19 pandemic: A systematic review.	Dermatol Ther
32633553	Young Children Presenting With Fever and Rash in the Midst of SARS-CoV-2 Outbreak in New York.	Clin Pediatr (Phila)
32631771	COVID-19 associated Kawasaki-like multisystem inflammatory disease in an adult.	Am J Emerg Med
32628051	COVID-19 related anagen effluvium.	J Dermatolog Treat
32618705	Coronavirus (COVID-19) Infection-Induced Chilblains: A Brisk Perieccrine Inflammatory Response.	Am J Dermatopathol
32617169	Hydroxychloroquine-induced Stevens-Johnson syndrome in COVID-19: a rare case report.	Oxf Med Case Reports
32613651	A viral rash: the impact of COVID-19 infection on the skin.	Br J Dermatol
32598830	Multisystem Inflammatory Syndrome in Children in New York State.	N Engl J Med
32594572	COVID-19 and cutaneous manifestations: a systematic review.	J Eur Acad Dermatol Venereol
32585280	"Comment on: ""To consider varicella-like exanthem associated with COVID-19, virus varicella zoster and virus herpes simplex must be ruled out. Characterization of herpetic lesions in hospitalized COVID-19 patients""."	J Am Acad Dermatol
32585074	Cutaneous manifestations of SARS-CoV-2 infection: a clinical update.	J Eur Acad Dermatol Venereol
32584431	Colchicin treatment of COVID-19 presenting with cutaneous rash and myopericarditis.	Dermatol Ther
32579756	Cutaneous manifestations in hospitalized patients diagnosed as COVID-19.	Dermatol Ther
32573990	Heart transplant recipient patient with COVID-19 treated with tocilizumab.	Transpl Infect Dis
32572334	Application of System Biology to Explore the Association of Neprilysin, Angiotensin-Converting Enzyme 2 (ACE2), and Carbonic Anhydrase (CA) in Pathogenesis of SARS-CoV-2.	Biol Proced Online
32559324	Unraveling the mystery of Covid-19 cytokine storm: From skin to organ systems.	Dermatol Ther
32554543	Investigation of adverse reactions in healthcare personnel working in Level 3 barrier protection PPE to treat COVID-19.	Postgrad Med J
32554425	COVID-19 Neurologic Complication with CNS Vasculitis-Like Pattern.	AJNR Am J Neuroradiol
