pmid	title_e	journal
34690448	Artificial intelligence, public control, and supply of a vital commodity like COVID-19 vaccine.	AI Soc
34690384	Lessons learned from three Southeast Asian countries during the COVID-19 pandemic.	J Policy Model
34690367	[Vaccination during pregnancy].	Monatsschr Kinderheilkd
34690347	[Humoral immunity against SARS-CoV-2 in workers of social health care centers of Castilla y Leon after vaccination with the BNT162b2 mRNA vaccine from Pfizer/Biontech.]	Rev Esp Salud Publica
34690266	Acute Corneal Transplant Rejection After Severe Acute Respiratory Syndrome Coronavirus 2 mRNA-1273 Vaccination.	Cornea
34690265	Herpes Zoster Ophthalmicus After COVID-19 Vaccination: Chance Occurrence or More Than That?	Cornea
34690055	COVID-19 vaccination and a severe pain in the neck.	Eur J Intern Med
34690021	Bilateral Retinal Detachments in a Healthy 22-year-old Woman After Moderna SARS-COV-2 Vaccination.	J Emerg Med
34690000	Update on Coronavirus 2019 Vaccine Guidelines for Transplant Recipients.	Transplant Proc
34689821	Predictors of neutralizing antibody response to BNT162b2 vaccination in allogeneic hematopoietic stem cell transplant recipients.	J Hematol Oncol
34689810	Dissemination interventions to improve healthcare workers' adherence with infection prevention and control guidelines: a systematic review and meta-analysis.	Implement Sci
34689762	Pharmacists as immunizers in Lebanon: a national survey of community pharmacists' willingness and readiness to administer adult immunization.	Hum Resour Health
34689575	Combined Vaccination Approaches for COVID-19. Will These Improve the Efficacy Spectrum?	Clin Appl Thromb Hemost
34689433	[HEMOGLOBIN A1C AND MORTALITY FROM COVID-19].	Harefuah
34689351	The value of the basophil activation test in the evaluation of patients reporting allergic reactions to the BNT162b2 mRNA COVID-19 vaccine.	Allergy
34689348	Early clinical trial data and real-world assessment of COVID-19 vaccines: Insights from the Society of Infectious Diseases Pharmacists.	Pharmacotherapy
34689071	The nano delivery systems and applications of mRNA.	Eur J Med Chem
34689043	Letter to Editor, Re: The first report on Covid-19 vaccine refusal by cancer patients in Italy: Early data from a single-institute survey: Educational Webinar about COVID-19 Vaccines in Oncological Patients: A Promising Strategy to Tackle COVID-19 Vaccine Hesitancy.	Eur J Cancer
34688988	Insight in booster COVID-19 vaccine and disease modifying therapy in multiple sclerosis.	J Neurol Sci
34688949	Measuring the impact of a single dose of ChAdOx1 nCoV-19 (recombinant) coronavirus vaccine on hospital stay, ICU requirement, and mortality outcome in a tertiary care centre.	Int J Infect Dis
34688948	T-cell receptor repertoires as potential diagnostic markers for patients with COVID-19.	Int J Infect Dis
34688947	Heart failure secondary to myocarditis after SARS-CoV-2 reinfection: a case report.	Int J Infect Dis
34688944	Immunogenicity and safety of AZD1222 (ChAdOx1 nCoV-19) against SARS-CoV-2 in Japan: a double-blind, randomized controlled phase 1/2 trial.	Int J Infect Dis
34688919	Yeast-expressed recombinant SARS-CoV-2 receptor binding domain RBD203-N1 as a COVID-19 protein vaccine candidate.	Protein Expr Purif
34688776	Inborn errors of immunity: Recent progress.	J Allergy Clin Immunol
34688668	Allotypic variation in antigen processing controls antigenic peptide generation from SARS-CoV-2 S1 spike glycoprotein.	J Biol Chem
34688639	The global transmission of new coronavirus variants.	Environ Res
34688566	Exploring COVID-19 vaccine hesitancy at a rural historically black college and university.	J Am Pharm Assoc (2003)
34688565	Trust, influence, and community: Why pharmacists and pharmacies are central for addressing vaccine hesitancy.	J Am Pharm Assoc (2003)
34688553	Parent-Adolescent Conversations About COVID-19 Influence Adolescents' Empathic Concern and Adherence to Health Protective Behaviors.	J Adolesc Health
34688500	Canadian parents' perceptions of COVID-19 vaccination and intention to vaccinate their children: Results from a cross-sectional national survey.	Vaccine
34688498	Resource allocation for different types of vaccines against COVID-19: Tradeoffs and synergies between efficacy and reach.	Vaccine
34688435	Waning immunity to SARS-CoV-2: implications for vaccine booster strategies.	Lancet Respir Med
34688434	Does infection with or vaccination against SARS-CoV-2 lead to lasting immunity?	Lancet Respir Med
34688376	Prior infection with SARS-CoV-2 boosts and broadens Ad26.COV2.S immunogenicity in a variant-dependent manner.	Cell Host Microbe
34688360	Vaccine shortages prompt changes to COVAX strategy.	Lancet
34688353	Fertility rates and birth outcomes after ChAdOx1 nCoV-19 (AZD1222) vaccination.	Lancet
34688238	SARS-COV-2 vaccine: First-month results of a six-month follow-up study.	Turk J Med Sci
34688190	Hospital-based observational study of neurological disorders in patients recently vaccinated with COVID-19 mRNA vaccines.	J Neurol Sci
34688034	Evidence for retained spike-binding and neutralizing activity against emerging SARS-CoV-2 variants in serum of COVID-19 mRNA vaccine recipients.	EBioMedicine
34687893	SARS-CoV-2 vaccine uptake, perspectives, and adverse reactions following vaccination in patients with cancer undergoing treatment.	Ann Oncol
34687845	Single-dose replicating poxvirus vector-basedRBD vaccine drives robust humoral and T cellimmune response against SARS-CoV-2 infection.	Mol Ther
34687832	Contrasting specific antibody response to BNT162b2 mRNA vaccination in SARS-CoV-2-naive and previously infected nursing home residents.	J Infect
34687816	Innovative vaccine platforms against infectious diseases: Under the scope of the COVID-19 pandemic.	Int J Pharm
34687733	Symptomology following mRNA vaccination against SARS-CoV-2.	Prev Med
34687656	Long-term immunogenicity of BNT162b2 vaccination in older people and younger health-care workers.	Lancet Respir Med
34687421	New-onset Evans syndrome associated with systemic lupus erythematosus after BNT162b2 mRNA COVID-19 vaccination.	Int J Hematol
34687388	Motivations to Vaccinate Among Hesitant Adopters of the COVID-19 Vaccine.	J Community Health
34687377	COVID-19 and idiopathic nephrotic syndrome in children: systematic review of the literature and recommendations from a highly affected area.	Pediatr Nephrol
34687279	Rapid Detection and Inhibition of SARS-CoV-2-Spike Mutation-Mediated Microthrombosis.	Adv Sci (Weinh)
34687063	COVID-19 Vaccine Response in People with Multiple Sclerosis.	Ann Neurol
34686971	Subacute thyroiditis after SARS-CoV-2 vaccination: a report of two sisters and summary of the literature.	Hormones (Athens)
34686895	Reverse transcription-enzymatic recombinase amplification coupled with CRISPR-Cas12a for rapid detection and differentiation of PEDV wild-type strains and attenuated vaccine strains.	Anal Bioanal Chem
34686847	Rhino puzzle and China's COVID vaccines - the week in infographics.	Nature
34686843	Cardiac involvement in the long-term implications of COVID-19.	Nat Rev Cardiol
34686837	T cells step up after SARS-CoV-2 vaccination with B cell depletion.	Nat Rev Neurol
34686689	Characterisation of factors contributing to the performance of nonwoven fibrous matrices as substrates for adenovirus vectored vaccine stabilisation.	Sci Rep
34686605	Middle East respiratory syndrome coronavirus vaccine based on a propagation-defective RNA replicon elicited sterilizing immunity in mice.	Proc Natl Acad Sci U S A
34686519	COVID-19-Induced New-Onset Diabetes: Trends and Technologies.	Diabetes
34686491	Covid-19: Protect healthcare workers with vaccines, urges WHO after 115 000 die worldwide.	BMJ
34686479	Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong.	Ann Rheum Dis
34686444	SARS-Coronavirus-2 seroprevalence in asymptomatic healthy blood donors: Indicator of community spread.	Transfus Apher Sci
34686410	Severe Covid-19 Vaccine Side-Effects are Rare in Older Adults yet are Linked With Depressive Symptoms.	Am J Geriatr Psychiatry
34686374	Bullous pemphigoid induced by the AstraZeneca COVID-19 vaccine.	Ann Dermatol Venereol
34686165	Challenges to manage pandemic of coronavirus disease (COVID-19) in Iran with a special situation: a qualitative multi-method study.	BMC Public Health
34686113	Toward creating equity in access to COVID-19 vaccination for female population in Multan, Punjab, Pakistan.	Health Care Women Int
34686103	COVAX and the rise of the 'super public private partnership' for global health.	Glob Public Health
34685765	Shedding Light on the Possible Link between ADAMTS13 and Vaccine-Induced Thrombotic Thrombocytopenia.	Cells
34685724	BCEPS: A Web Server to Predict Linear B Cell Epitopes with Enhanced Immunogenicity and Cross-Reactivity.	Cells
34685696	Vaccines against COVID-19: Priority to mRNA-Based Formulations.	Cells
34685521	Highly Specific Memory B Cells Generation after the 2nd Dose of BNT162b2 Vaccine Compensate for the Decline of Serum Antibodies and Absence of Mucosal IgA.	Cells
34685505	Evolution of Diploid Progenitor Lung Cell Applications: From Optimized Biotechnological Substrates to Potential Active Pharmaceutical Ingredients in Respiratory Tract Regenerative Medicine.	Cells
34685492	Muscle Regeneration and RNA: New Perspectives for Ancient Molecules.	Cells
34685472	On Analyzing Capnogram as a Novel Method for Screening COVID-19: A Review on Assessment Methods for COVID-19.	Life (Basel)
34685448	Robust Neutralizing Antibody Responses 6 Months Post Vaccination with BNT162b2: A Prospective Study in 308 Healthy Individuals.	Life (Basel)
34684763	In Silico and In Vivo Evaluation of SARS-CoV-2 Predicted Epitopes-Based Candidate Vaccine.	Molecules
34684755	Marine Brominated Tyrosine Alkaloids as Promising Inhibitors of SARS-CoV-2.	Molecules
34684596	COVID-19 Mortality Risk Correlates Inversely with Vitamin D3 Status, and a Mortality Rate Close to Zero Could Theoretically Be Achieved at 50 ng/mL 25(OH)D3: Results of a Systematic Review and Meta-Analysis.	Nutrients
34684447	The Impact of Obesity on SARS-CoV-2 Pandemic Mortality Risk.	Nutrients
34684233	Emerging Mutations in Nsp1 of SARS-CoV-2 and Their Effect on the Structural Stability.	Pathogens
34684220	The Rapid Assessment of Aggregated Wastewater Samples for Genomic Surveillance of SARS-CoV-2 on a City-Wide Scale.	Pathogens
34684215	Coronavirus Disease 2019 on the Heels of Ebola Virus Disease in West Africa.	Pathogens
34684047	Acute Transverse Myelitis after COVID-19 Vaccination.	Medicina (Kaunas)
34684034	Pathophysiology of Vaccine-Induced Prothrombotic Immune Thrombocytopenia (VIPIT) and Vaccine-Induced Thrombocytopenic Thrombosis (VITT) and Their Diagnostic Approach in Emergency.	Medicina (Kaunas)
34683969	Lipid Nanoparticles for Organ-Specific mRNA Therapeutic Delivery.	Pharmaceutics
34683934	Adenovirus Type 6: Subtle Structural Distinctions from Adenovirus Type 5 Result in Essential Differences in Properties and Perspectives for Gene Therapy.	Pharmaceutics
34683914	Functionalizing Ferritin Nanoparticles for Vaccine Development.	Pharmaceutics
34683904	Can the Nasal Cavity Help Tackle COVID-19?	Pharmaceutics
34683878	The Revolving Door of Adenovirus Cell Entry: Not All Pathways Are Equal.	Pharmaceutics
34683863	Application of Nanomaterials as an Advanced Strategy for the Diagnosis, Prevention, and Treatment of Viral Diseases.	Pharmaceutics
34683488	Severity, Pathogenicity and Transmissibility of Delta and Lambda Variants of SARS-CoV-2, Toxicity of Spike Protein and Possibilities for Future Prevention of COVID-19.	Microorganisms
34683441	COVID-19 and Beyond: Exploring Public Health Benefits from Non-Specific Effects of BCG Vaccination.	Microorganisms
34683225	An Effective SARS-CoV-2 Electrochemical Biosensor with Modifiable Dual Probes Using a Modified Screen-Printed Carbon Electrode.	Micromachines (Basel)
34683033	Exploring and Monitoring the Reasons for Hesitation with COVID-19 Vaccine Based on Social-Platform Text and Classification Algorithms.	Healthcare (Basel)
34682973	Stringent Nonpharmaceutical Interventions Are Crucial for Curbing COVID-19 Transmission in the Course of Vaccination: A Case Study of South and Southeast Asian Countries.	Healthcare (Basel)
34682953	A Theory-Based Analysis of COVID-19 Vaccine Hesitancy among African Americans in the United States: A Recent Evidence.	Healthcare (Basel)
34682925	Modeling-Based Estimate of the Vaccination Rate, Lockdown Rules and COVID-19.	Healthcare (Basel)
34682746	SARS-CoV-2 Reinfection Is a New Challenge for the Effectiveness of Global Vaccination Campaign: A Systematic Review of Cases Reported in Literature.	Int J Environ Res Public Health
34682676	Survival Analysis of Symptomatic COVID-19 in Phuentsholing Municipality, Bhutan.	Int J Environ Res Public Health
34682584	Prevalence of Asymptomatic SARS-CoV-2 Infection in the General Population of the Veneto Region: Results of a Screening Campaign with Third-Generation Rapid Antigen Tests in the Pre-Vaccine Era.	Int J Environ Res Public Health
34682548	Prioritization of the Target Population for Coronavirus Disease 2019 (COVID-19) Vaccination Program in Thailand.	Int J Environ Res Public Health
34682546	Not Just a 'Breath of Death': Indirect Consequences of Working in a COVID-19 Unit.	Int J Environ Res Public Health
34682401	Political Ideologies, Government Trust, and COVID-19 Vaccine Hesitancy in South Korea: A Cross-Sectional Survey.	Int J Environ Res Public Health
34681885	Long Term Immune Response Produced by the SputnikV Vaccine.	Int J Mol Sci
34681727	Promising Antiviral Activities of Natural Flavonoids against SARS-CoV-2 Targets: Systematic Review.	Int J Mol Sci
34681689	Molecular Insights on the Possible Role of Annexin A2 in COVID-19 Pathogenesis and Post-Infection Complications.	Int J Mol Sci
34681273	Side Effects of mRNA-Based COVID-19 Vaccines among Young Adults (18-30 Years Old): An Independent Post-Marketing Study.	Pharmaceuticals (Basel)
34681272	SARS-CoV-2 Fears Green: The Chlorophyll Catabolite Pheophorbide A Is a Potent Antiviral.	Pharmaceuticals (Basel)
34681236	Targeting SARS-CoV-2 Variants with Nucleic Acid Therapeutic Nanoparticle Conjugates.	Pharmaceuticals (Basel)
34681204	Ginkgolic Acid Inhibits Coronavirus Strain 229E Infection of Human Epithelial Lung Cells.	Pharmaceuticals (Basel)
34681142	The Curious Case of Earthworms and COVID-19.	Biology (Basel)
34681090	A Data-Based Approach Using a Multi-Group SIR Model with Fuzzy Subsets: Application to the COVID-19 Simulation in the Islands of Guadeloupe.	Biology (Basel)
34681059	COVID-19 Vaccines: Current Conditions and Future Prospects.	Biology (Basel)
34680595	The Slower Antibody Response in Myelofibrosis Patients after Two Doses of mRNA SARS-CoV-2 Vaccine Calls for a Third Dose.	Biomedicines
34680484	Effective Perturbations on the Amplitude and Hysteresis of Erg-Mediated Potassium Current Caused by 1-Octylnonyl 8-[(2-hydroxyethyl)[6-oxo-6(undecyloxy)hexyl]amino]-octanoate (SM-102), a Cationic Lipid.	Biomedicines
34680460	Immune Responses against SARS-CoV-2-Questions and Experiences.	Biomedicines
34680420	Emerging SARS-CoV-2 Variants of Concern (VOCs): An Impending Global Crisis.	Biomedicines
34679513	Case Report of COVID-19 after Full Vaccination: Viral Loads and Anti-SARS-CoV-2 Antibodies.	Diagnostics (Basel)
34679489	Fast SARS-CoV-2 Variant Detection Using Snapback Primer High-Resolution Melting.	Diagnostics (Basel)
34679458	Development and Efficacy of Lateral Flow Point-of-Care Testing Devices for Rapid and Mass COVID-19 Diagnosis by the Detections of SARS-CoV-2 Antigen and Anti-SARS-CoV-2 Antibodies.	Diagnostics (Basel)
34679455	Performance of a Surrogate SARS-CoV-2-Neutralizing Antibody Assay in Natural Infection and Vaccination Samples.	Diagnostics (Basel)
34679263	Arq Ajib - a wonder Unani formulation for inhibiting SARS-CoV-2 spike glycoprotein and main protease - an in silico approach.	J Complement Integr Med
34679220	COVID-19 vaccination and lichen palnus.	Oral Dis
34679140	Thrombotic thrombocytopenia following ChAdOx1 nCov-19 vaccination.	Acute Med
34679068	The Infectious Bronchitis Coronavirus Pneumonia Model Presenting a Novel Insight for the SARS-CoV-2 Dissemination Route.	Vet Sci
34678679	[COVID-19 vaccination in Spain: Successes, mistakes and future prospects].	Aten Primaria
34678613	Release of infectious virus and cytokines in nasopharyngeal swabs from individuals infected with non-alpha or alpha SARS-CoV-2 variants: an observational retrospective study.	EBioMedicine
34678577	COVID-19 vaccination in India: An ethical perspective.	Diabetes Metab Syndr
34678498	mRNA COVID-19 vaccine safety in patients with previous immediate hypersensitivity to pegaspargase.	J Allergy Clin Immunol Pract
34678482	Assessing population-sampling strategies for reducing the COVID-19 incidence.	Comput Biol Med
34678389	SARS-CoV-2 vaccine breakthrough infection following a previous infection in a healthcare worker.	J Infect
34678265	Addressing Endemic COVID-19 With High Vaccination Success: Lessons From Singapore.	J Am Med Dir Assoc
34678198	Efficacy of typhoid conjugate vaccine in Nepal: final results of a phase 3, randomised, controlled trial.	Lancet Glob Health
34678151	Humoral and cellular immunity to delayed second dose of SARS-CoV-2 BNT162b2 mRNA vaccination in patients with cancer.	Cancer Cell
34677889	Coronavirus disease 2019 (Covid-19) vaccination recommendations in special populations and patients with existing comorbidities.	Rev Med Virol
34677872	COVID-19 coagulopathies: Human blood proteins mimic SARS-CoV-2 virus, vaccine proteins and bacterial co-infections inducing autoimmunity: Combinations of bacteria and SARS-CoV-2 synergize to induce autoantibodies targeting cardiolipin, cardiolipin-binding proteins, platelet factor 4, prothrombin, and coagulation factors.	Bioessays
34677775	Effects of temperature and relative humidity on the COVID-19 pandemic in different climates: a study across some regions in Algeria (North Africa).	Environ Sci Pollut Res Int
34677722	Is stronger religious faith associated with a greater willingness to take the COVID-19 vaccine? Evidence from Israel and Japan.	Eur J Health Econ
34677688	The potential role of inhaled nitric oxide for postexposure chemoprophylaxis of COVID-19.	J Genet Eng Biotechnol
34677486	Impact of Adiposity and Fat Distribution, Rather Than Obesity, on Antibodies as an Illustration of Weight-Loss-Independent Exercise Benefits.	Medicines (Basel)
34677155	Acute asthma exacerbation after SARS-CoV-2 vaccine (Sinovac(R)): a case report.	Med Gas Res
34677064	Immunogenicity of In Vitro-Transcribed RNA.	Acc Chem Res
34676822	Enhanced national surveillance of severe acute respiratory infections (SARI) within COVID-19 surveillance, Slovenia, weeks 13 to 37 2021.	Euro Surveill
34676819	Increase in invasive disease caused by Haemophilus influenzae b, the Netherlands, 2020 to 2021.	Euro Surveill
34676639	Generalized dermal hypersensitivity reaction following Moderna COVID-19 vaccination.	Dermatol Ther
34676582	Is the course of COVID-19 associated with tuberculin skin test diameter? A retrospective study.	J Med Virol
34676581	Virtual screening of functional foods and dissecting their roles in modulating gene functions to support post COVID-19 complications.	J Food Biochem
34676452	Clinical characterization of hospitalized COVID-19 patients during the second wave of pandemic in the district of Rohrbach, Upper Austria : A single center retrospective study.	Wien Klin Wochenschr
34676438	[Erythema multiforme following COVID-19 vaccination (BNT162b2)].	Hautarzt
34676405	The evolving challenges confronting adults living with HIV in three North African countries during the COVID-19 crisis: a survey-based study.	Trans R Soc Trop Med Hyg
34676195	Success in Vaccination Efforts of Vulnerable Populations in the WHO/European Region: Focus on Prisons.	Front Public Health
34676123	BNT162b2 Vaccination during Pregnancy Protects Both the Mother and Infant: Anti-SARS-CoV-2 S Antibodies Persistently Positive in an Infant at 6 Months of Age.	Case Rep Pediatr
34676110	Characteristics and Immunoglobulin G Seropositivity among COVID-19 Positive Healthcare Workers in a Tertiary Care Hospital in Oman.	Oman Med J
34676109	Epidemiological Risk Factors for Acquiring Severe COVID-19: Prospective Cohort Study.	Oman Med J
34676098	A proof of concept for neutralizing antibody-guided vaccine design against SARS-CoV-2.	Natl Sci Rev
34676097	COVID-19 reinfection in the presence of neutralizing antibodies.	Natl Sci Rev
34676095	Replication, pathogenicity, and transmission of SARS-CoV-2 in minks.	Natl Sci Rev
34676090	A forum on synthetic biology: meet the great challenges with new technology.	Natl Sci Rev
34676000	Effectiveness of COVID-19 vaccines and their challenges (Review).	Exp Ther Med
34675974	The COVID-19 Prevalence among Children: Hypotheses for Low Infection Rate and Few Severe Forms among This Age Group in Sub-Saharan Africa.	Interdiscip Perspect Infect Dis
34675930	Blood Transcriptomes of Anti-SARS-CoV-2 Antibody-Positive Healthy Individuals Who Experienced Asymptomatic Versus Clinical Infection.	Front Immunol
34675874	Attitudes to Being Vaccinated Against COVID-19: A Survey of People With Epilepsy in China.	Front Neurol
34675550	CoronaVac COVID-19 Vaccine-Induced Anaphylaxis: Clinical Characteristics and Revaccination Outcomes.	J Asthma Allergy
34675532	Sociodemographic and Behavioral Predictors of COVID-19 Vaccine Hesitancy in Pakistan.	J Multidiscip Healthc
34675430	Mix-and-match COVID vaccines ace the effectiveness test.	Nature
34675256	Rather than inducing psychological reactance, requiring vaccination strengthens intentions to vaccinate in US populations.	Sci Rep
34675230	Exploring the potential effect of COVID-19 on an endangered great ape.	Sci Rep
34675180	[Contribution of the occupational health to the COVID-19 pandemic control.]	Rev Esp Salud Publica
34675171	[Influenza vaccination in medical and nursing students in the Covid-19 era: how to improve it?]	Rev Esp Salud Publica
34675170	[Participation of occupational health in controlling the COVID-19 pandemic in the Valencia Autonomous Community.]	Rev Esp Salud Publica
34675169	[Vaccination against COVID-19 in working groups.]	Rev Esp Salud Publica
34675072	COVID-19 outbreak in a vaccinated deployed military population.	BMJ Mil Health
34675038	Covid-19: Vaccines are highly effective in preventing deaths from delta variant, study indicates.	BMJ
34675033	Clinical outcomes in COVID-19 and cirrhosis: a systematic review and meta-analysis of observational studies.	BMJ Open Gastroenterol
34674857	Impaired memory B-cell response to the Pfizer-BioNTech COVID-19 vaccine in patients with common variable immunodeficiency.	J Allergy Clin Immunol
34674775	Computational determination of toxicity risks associated with a selection of approved drugs having demonstrated activity against COVID-19.	BMC Pharmacol Toxicol
34674742	A trial platform to assess approved SARS-CoV-2 vaccines in immunocompromised patients: first sub-protocol for a pilot trial comparing the mRNA vaccines Comirnaty(R) and COVID-19 mRNA Vaccine Moderna(R).	Trials
34674605	Addressing an urgent global public health need: Strategies to recover routine vaccination during the COVID-19 pandemic.	Hum Vaccin Immunother
34674530	Antibodies from previous infection bring sufficient and long-term protection against COVID-19.	Cas Lek Cesk
34674333	Vaccine apartheid: This is not the way to end the pandemic.	J Paediatr Child Health
34674297	Distinct neutralization profile of spike variants by antibodies induced upon SARS-CoV-2 infection or vaccination.	Am J Hematol
34673962	Racial and Ethnic Disparities in Rates of COVID-19-Associated Hospitalization, Intensive Care Unit Admission, and In-Hospital Death in the United States From March 2020 to February 2021.	JAMA Netw Open
34673782	Differentiating severe and non-severe lower respiratory tract illness in patients hospitalized with influenza: Development of the Influenza Disease Evaluation and Assessment of Severity (IDEAS) scale.	PLoS One
34673755	Immunogenicity and efficacy of heterologous ChAdOx1-BNT162b2 vaccination.	Nature
34673751	Effectiveness of Pfizer-BioNTech mRNA Vaccination Against COVID-19 Hospitalization Among Persons Aged 12-18 Years - United States, June-September 2021.	MMWR Morb Mortal Wkly Rep
34673689	Eua for Regen-Cov Now Includes COVID-19 Postexposure Prophylaxis.	Am J Nurs
34673683	COVID-19 Vaccine Roundup.	Am J Nurs
34673680	Some Nurses Still Resist Vaccination Against COVID-19.	Am J Nurs
34673371	Models for SARS-CoV-2 associated thrombocytopenia associated with hemophagocytic histiocytes.	Med Hypotheses
34673335	SARS-CoV-2: Current trends in emerging variants, pathogenesis, immune responses, potential therapeutic, and vaccine development strategies.	Int Immunopharmacol
34673303	GFHT proposals on the practical use of argatroban - With specifics regarding vaccine-induced immune thrombotic thrombocytopaenia (VITT).	Anaesth Crit Care Pain Med
34673298	Arthritis following COVID-19 vaccination: report of two cases.	Int Immunopharmacol
34673261	Caution in underrepresentation of older adults in clinical trials on COVID-19 vaccines.	Ageing Res Rev
34673175	COVID-19 vaccination refusal among college students: Global trends and action priorities.	Brain Behav Immun
34673089	European Pediatric Societies and severe acute respiratory syndrome coronavirus-2 vaccination in children under age 12 years: a different path in England?	J Pediatr
34672832	Association between multimorbidity and mortality in a cohort of patients admitted to hospital with COVID-19 in Scotland.	J R Soc Med
34672817	Vaccinating children against Covid: the elusive goal of herd immunity.	J R Soc Med
34672807	"Re: ""Postinfectious Immunity After COVID-19 and Vaccination Against SARS-CoV-2"" by Krsak et al."	Viral Immunol
34672802	"Response to Mishra et al. re ""Postinfectious Immunity After COVID-19 and Vaccination Against SARS-CoV-2""."	Viral Immunol
34672761	Share vaccine know-how.	Science
34672695	Protection against SARS-CoV-2 Beta variant in mRNA-1273 vaccine-boosted nonhuman primates.	Science
34672554	Targeted Delivery of mRNA with One-Component Ionizable Amphiphilic Janus Dendrimers.	J Am Chem Soc
34672530	Cowpea Mosaic Virus Nanoparticle Vaccine Candidates Displaying Peptide Epitopes Can Neutralize the Severe Acute Respiratory Syndrome Coronavirus.	ACS Infect Dis
34672382	Comorbidity, poverty and social vulnerability as risk factors for mortality in pregnant women with confirmed SARS-CoV-2 infection: analysis of 13 062 positive pregnancies including 176 maternal deaths in Mexico.	Ultrasound Obstet Gynecol
34672380	Refractory vaccine-induced immune thrombotic thrombocytopenia (VITT) managed with delayed therapeutic plasma exchange (TPE).	J Clin Apher
34672290	The Relationship between COVID-19 Perceived Risk and Attitudes towards COVID-19 Vaccination in Healthcare Professionals: An Example of Eastern Turkey.	Psychiatr Danub
34672185	Actions and attitudes on the immunized patients against SARS-CoV-2.	Rev Esp Quimioter
34672129	SARS-CoV-2 Variants of Concern.	Yonsei Med J
34672117	DNA-Directed Patterning for Versatile Validation and Characterization of a Lipid-Based Nanoparticle Model of SARS-CoV-2.	Adv Sci (Weinh)
34672002	COVID-19 vaccination is associated with a decreased risk of orchitis and/or epididymitis in men.	Andrologia
34671982	Interest of a third dose of BNT162b2 anti-SARS-CoV-2 messenger RNA vaccine after allotransplant.	Br J Haematol
34671900	Vaccine Hesitancy and Exposure to Misinformation: a Survey Analysis.	J Gen Intern Med
34671606	Toll-Like Receptors as a Therapeutic Target in the Era of Immunotherapies.	Front Cell Dev Biol
34671582	Symptoms, SARS-CoV-2 Antibodies, and Neutralization Capacity in a Cross Sectional-Population of German Children.	Front Pediatr
34671577	Recurrence of Graves' Disease (a Th1-type Cytokine Disease) Following SARS-CoV-2 mRNA Vaccine Administration: A Simple Coincidence?	Eur J Case Rep Intern Med
34671572	A Rare Case of Guillain-Barre Syndrome following COVID-19 Vaccination.	Eur J Case Rep Intern Med
34671460	COVID-19 vaccine as a common good.	J Glob Health
34671459	Increased COVID-19 infection risk, COVID-19 vaccine inaccessibility, and unacceptability: Worrisome trio for patients with substance abuse disorders.	J Glob Health
34671458	Importance of non-pharmaceutical interventions in the COVID-19 vaccination era: A case study of the Seychelles.	J Glob Health
34671422	Vaccination in multiple sclerosis patients treated with highly effective disease-modifying drugs: an overview with consideration of cladribine tablets.	Ther Adv Neurol Disord
34671350	Humoral and Cellular Response Following Vaccination With the BNT162b2 mRNA COVID-19 Vaccine in Patients Affected by Primary Immunodeficiencies.	Front Immunol
34671348	Induction of High Levels of Specific Humoral and Cellular Responses to SARS-CoV-2 After the Administration of Covid-19 mRNA Vaccines Requires Several Days.	Front Immunol
34671153	COVID vaccine makers brace for a variant worse than Delta.	Nature
34671047	An alphavirus replicon-based vaccine expressing a stabilized Spike antigen induces protective immunity and prevents transmission of SARS-CoV-2 between cats.	NPJ Vaccines
34670991	Development of a COVID-19 Vaccine Readiness Kit for Veterans With Rheumatologic Diseases on Immunomodulators: A Quality Improvement Project.	J Clin Rheumatol
34670844	Humoral immunity to SARS-CoV-2 mRNA vaccination in multiple sclerosis: the relevance of time since last rituximab infusion and first experience from sporadic revaccinations.	J Neurol Neurosurg Psychiatry
34670842	An ultra-low-cost electroporator with microneedle electrodes (ePatch) for SARS-CoV-2 vaccination.	Proc Natl Acad Sci U S A
34670839	Opinion: The importance of offering vaccine choice in the fight against COVID-19.	Proc Natl Acad Sci U S A
34670439	Just a Flu? Self-perceived infection mediates the link between conspiracy beliefs and Covid-19 health beliefs and behaviors.	J Health Psychol
34670432	COVID-19 Vaccine Acceptance in Vietnam: An Online Cross-Sectional Study.	Asia Pac J Public Health
34670431	Bhutan's COVID-19 Vaccination Efforts and the Evolution of COVID-19 Cases in the Aftermath.	Asia Pac J Public Health
34670322	Intention to Receive COVID-19 Vaccine during Pregnancy: A Systematic Review and Meta-analysis.	Am J Perinatol
34670294	Acceptance of SARS-CoV-2 vaccines by liver transplant recipients and candidates.	Z Gastroenterol
34670287	Thrombosis and Thrombocytopenia Syndrome Causing Isolated Symptomatic Carotid Occlusion after Covid-19 Vaccine.	Thromb Haemost
34670266	Hybrid immunity improves B cells and antibodies against SARS-CoV-2 variants.	Nature
34670264	COVID-19 mRNA vaccine allergy.	Curr Opin Pediatr
34670262	Cutaneous coronavirus disease 2019 in children: a clinical primer for diagnosis and treatment.	Curr Opin Pediatr
34670153	"Reply to ""Caution in underrepresentation of older adults in clinical trials on COVID-19 vaccines""."	Ageing Res Rev
34670143	Sudden sensorineural hearing loss after COVID-19 vaccination.	Int J Infect Dis
34670062	Covid-19 Vaccination during Pregnancy and First-Trimester Miscarriage.	N Engl J Med
34670050	Audio Interview: A New Look at Covid-19 Vaccine Boosters.	N Engl J Med
