link,title,abstract,tag,author,keyword
https://pubmed.ncbi.nlm.nih.gov/3653042/,Transient nephrogenic diabetes insipidus associated with acute hepatic failure in pregnancy,"A 29-year-old nullipara was admitted at 31 weeks' gestation because of toxemia. She noted gradually polyuria, severe thirst, malaise, nausea and anorexia. A water-deprivation test and administration of aqueous vasopressin confirmed the diagnosis of nephrogenic diabetes insipidus. At 33 weeks' gestation, blood chemistry studies revealed moderately elevated transaminase levels and hyperuricemia. Male twins were delivered by vacuum extraction at 35 weeks' gestation. After delivery, she became drousy and icterus appeared. Acute hepatic failure with marked hyperuricemia was diagnosed. She was treated with glucose solution with glucagon and soluble insulin, branched chain amino acids, gabexate mesilate, lactulose and famotidine. Her consciousness cleared rapidly and all laboratory data became normal by 15 days postpartum. The urine volume was about 5 liters per day from the first to sixth postpartum day. The diuresis decreased after the eighth postpartum day. Rare pregnancy complicated by transient nephrogenic diabetes insipidus and acute hepatic failure is discussed.",,O Mizuno,diabetes
https://pubmed.ncbi.nlm.nih.gov/10711738/,"Microvascular oxidative stress, immune reaction and apoptosis in hypertensives","The mechanisms that lead to organ injury in hypertension are incompletely understood. In particular, there is a lack of evidence that serves to link the elevation of arterial blood pressure with end organ damage. Experimental models of hypertension have a range of microvascular abnormalities in addition to a shift in blood pressure. There is evidence for an oxidative stress in microvascular endothelium derived from xanthine and NADPH oxidase. Furthermore, there exists an immune suppression accompanied by abnormally elevated circulating leukocyte counts, depression of selectin membrane adhesion to the endothelium and enhanced cell apoptosis. Many of the deficiencies in the spontaneously hypertensive rats can be corrected by adrenalectomy, suggesting a contribution of glucocorticoids to the abnormalities in this model. These observations suggest a significantly enhanced vascular oxidative stress which is accompanied by a frustrated inflammatory response due to a glucocorticoid dependent deficiency of leukocyte adhesion to vascular endothelium.",,H Suzuki;M Suematsu;G W Schmid-Schönbein,hypertension
https://pubmed.ncbi.nlm.nih.gov/24566062/,Where the PIP is the implant?,"A 51-year-old woman, who had previous breast augmentation and a video-assisted thoracoscopic wedge resection of the lung, underwent breast implant replacement of Poly Implant Protheses (PIP) due to a loss of volume on the right side of the chest. During this procedure, no implant was found in the right subpectoral space; however, a large defect was observed in the fifth intercostal space. A computed tomography scan of the chest indicated a circular entity in the right pleural cavity, which was confirmed to be the lost implant during a subsequent video-assisted thoracoscopic surgery (VATS).",Breast augmentation; Breast implant displacement; PIP breast implant; Thoracic surgery.,Moira H D Bruintjes;Corinne Schouten;Jan Fabré;Frits J van den Wildenberg;David S Wijnberg,chest
https://pubmed.ncbi.nlm.nih.gov/19956028/,Pulmonary function changes after various anterior approaches in the treatment of adolescent idiopathic scoliosis,Study design: Prospective radiographic and chart review of pulmonary function in patients who underwent 3 different anterior spinal surgery approaches for adolescent idiopathic scoliosis (AIS).,,Baron S Lonner;Joshua D Auerbach;Michael B Estreicher;Randal R Betz;Alvin H Crawford;Lawrence G Lenke;Peter O Newton,chest
https://pubmed.ncbi.nlm.nih.gov/26662433/,Expression of microRNA-106b and its clinical significance in cutaneous melanoma,"MicroRNA-106b (miR-106b) is overexpressed in various types of cancers and is associated with the regulation of carcinogenic processes. However, its clinical significance in cutaneous melanoma has not been reported. qRT-PCR was performed to examine the expression of miR-106b in 15 cases of dysplastic nevi, 17 cases of melanoma metastases, and 97 cases of primary cutaneous melanoma tissue samples. Survival rate was determined with Kaplan-Meier and statistically analyzed with the log-rank method between groups. Survival data were evaluated through multivariate Cox regression analysis. Significant differences in miR-106b expression were shown between dysplastic nevi and primary cutaneous melanomas (P < 0.01), between primary melanomas and metastatic cutaneous melanomas (P < 0.01), and between primary cutaneous melanomas and metastatic cutaneous melanomas (P < 0.001). We found that high miR-106b expression was correlated with Breslow thickness (P = 0.002), tumor ulceration (P = 0.002), and advanced clinical stage (P < 0.001). The patients with high miR-106b expression showed shorter 5-year overall survival than those with low miR-106b expression (P = 0.02; log-rank test). Multivariate regression analysis showed that the status of miR-106b expression was an independent prognostic factor for overall survival (HR = 2.09, 95%CI: 1.11-10.26, P = 0.02). This study showed that miR-106b may contribute to the progression of cutaneous melanoma and its up-regulation may be independently associated with poor prognosis of cutaneous melanoma. This suggests that miR-106b might serve as a promising biological marker for further risk stratification in the management of cutaneous melanoma.",,N Lin;Y Zhou;X Lian;Y Tu,melanoma
https://pubmed.ncbi.nlm.nih.gov/30677546/,Body composition measurement by air displacement plethysmography in pregnancy: Comparison of predicted versus measured thoracic gas volume,"Objectives: Body composition measurements with air displacement plethysmography (ADP) define body volume, which must be corrected for thoracic gas volume (TGV). We hypothesized that physiologic changes owing to pregnancy could affect the accuracy of predicted TGV and introduce errors into body composition measurements.",Air displacement plethysmography; Body composition; Fat mass; Obesity; Pregnancy; Thoracic gas volume.,Outi Pellonperä;Ella Koivuniemi;Tero Vahlberg;Kati Mokkala;Kristiina Tertti;Tapani Rönnemaa;Kirsi Laitinen,chest
https://pubmed.ncbi.nlm.nih.gov/2481172/,Is prevention of ischemic heart disease possible in hypertensives?,"High blood pressure (BP) leads to myocardial hypertrophy, a process in which catecholamines, and probably other hormones, are involved. The increased BP also enhances coronary arteriosclerosis, and the combination of myocardial and coronary effects increases the risk of myocardial infarction and arrhythmias. The risk of ischemic heart disease (IHD) is also influenced by smoking and lipid disturbances, and the risk of IHD events increases already at moderate BP elevation. It is important that the antihypertensive treatment does not adversely affect the arteriosclerotic process, which is a major threat for hypertensive patients. Trials of anti-hypertensive treatment have all been of low power and relatively short duration and therefore have not provided a definite answer concerning a significant effect on IHD. Investigations are being performed to determine whether certain drugs are more advantageous than others in preventing IHD events. In addition to their hypotensive effects in hypertensive patients, beta-blocking drugs may prevent IHD in accordance with their preventive effects in patients who have suffered a myocardial infarction. Diuretics may, however, be hazardous because of their effects on electrolytes-notably potassium-thereby increasing the risk of arrhythmias.",,L Wilhelmsen,hypertension
https://pubmed.ncbi.nlm.nih.gov/34325754/,"Saliva detection of SARS-CoV-2 for mitigating company outbreaks: a surveillance experience, Milan, Italy, March 2021","Monitoring the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) community-wide transmission with a suitable and effective sampling method would be of great support for public health response to the spreading due to asymptomatic subjects in the community.Here, we describe how using saliva samples for SARS-CoV-2 detection has allowed for a weekly surveillance of a small business company and the early detection of coronavirus disease 2019 cases.As on 23rd March, two cases were detected and investigated, and control measures were rapidly applied.",COVID-19; Control measures; SARS-CoV-2; saliva sample; surveillance.,Emerenziana Ottaviano;Chiara Parodi;Elisa Borghi;Valentina Massa;Cristina Gervasini;Stefano Centanni;Gianvincenzo Zuccotti;LollipopStudy Group;Silvia Bianchi,covid-19
https://pubmed.ncbi.nlm.nih.gov/12914784/,"Neuropeptidomic analysis of the brain and thoracic ganglion from the Jonah crab, Cancer borealis","Mass spectrometric methods were applied to determine the peptidome of the brain and thoracic ganglion of the Jonah crab (Cancer borealis). Fractions obtained by high performance liquid chromatography were characterized using MALDI-TOF MS and ESI-Q-TOF MS/MS. In total, 28 peptides were identified within the molecular mass range 750-3000Da. Comparison of the molecular masses obtained with MALDI-TOF MS with the calculated molecular masses of known crustacean peptides revealed the presence of at least nine allatostatins, three orcokinin precursor derived peptides, namely FDAFTTGFGHS, [Ala(13)]-orcokinin, and [Val(13)]-orcokinin, and two kinins, a tachykinin-related peptide and four FMRFamide-related peptides. Eight other peptides were de novo sequenced by collision induced dissociation on the Q-TOF system and yielded AYNRSFLRFamide, PELDHVFLRFamide or EPLDHVFLRFamide, APQRNFLRFamide, LNPFLRFamide, DVRTPALRLRFamide, and LRNLRFamide, which belong to the FMRFamide related peptide family, as well as NFDEIDRSGFA and NFDEIDRSSFGFV, which display high sequence similarity to peptide sequences within the orcokinin precursor of Orconectes limosus. Our paper is the first (neuro)peptidomic analysis of the crustacean nervous system.",,Jurgen Huybrechts;Michael P Nusbaum;Luc Vanden Bosch;Geert Baggerman;Arnold De Loof;Liliane Schoofs,chest
https://pubmed.ncbi.nlm.nih.gov/2664010/,Differential expression of ras oncogene products among the types of human melanomas and melanocytic nevi,"Ras oncogene expression of malignant melanoma and melanocytic nevus have been immunohistochemically analyzed on formalin-fixed and paraffin-embedded tissues from 26 melanomas and 24 melanocytic nevi with a monoclonal antibody that was generated against Harvey sarcoma virus-derived ras oncogene products (p21ras). We found distinct differences of p21ras expressions by the type of melanoma. Nodular melanoma, epithelioid cell type melanoma, and deeply invading melanoma revealed higher reactivity with anti-p21ras monoclonal antibody than the other types. The reactivity of melanomas appeared to correlate with the degree of malignancy of the melanoma. It was also demonstrated, however, that part of melanocytic nevi reacted with anti-p21ras monoclonal antibody with a relatively strong intensity. Melanocytic nevi with junctional activity and nevus cells located in the epidermis in compound nevi did not show the positive reaction in contrast to dermally located nevus cells that had relatively strong reactivity. The different p21ras expression among the type of tumors may represent the state of tumor cells differentiation with greater expression with more immaturity in the melanocyte lineage. p21ras expression does not appear to represent a marker of malignant transformation.",,H Yasuda;H Kobayashi;A Ohkawara;N Kuzumaki,melanoma
https://pubmed.ncbi.nlm.nih.gov/10560791/,Angiotensin converting enzyme gene polymorphism and activity in Turkish patients with essential hypertension,"Studies in various ethnic groups have shown contradictory evidence on the association of the angiotensin converting enzyme (ACE) insertion/ deletion (I/D) polymorphism with essential hypertension. We conducted a case-control study in Samsun, Turkey, to examine the association between ACE genotype, ACE serum activity, and blood pressure. Serum ACE activity was measured and ACE I/D polymorphism performed in 165 hypertensive and 143 normotensive subjects. Genomic DNA was extracted from blood samples and amplified by polymerase chain reaction (PCR). PCR primers were flanking the polymorphic region in intron 16 of the ACE gene. The distribution of the DD, ID, and II ACE genotypes was 65, 77, and 23 in hypertensive patients and 42, 82, and 19 in normotensive subjects (P > .05). The estimated frequency of the insertion allele was 0.37 in hypertensive and 0.42 in normotensive subjects. Nevertheless, sensitivity analysis, based on positive family history and severity of hypertension, suggested that significant associations existed between more homogeneous groups of hypertensives and normotensives (P < .05). ACE genotype influenced ACE activity and the highest level was in DD genotype, being the lowest in II genotype. ACE serum levels were significantly higher in hypertensives as compared with normotensives (P < .01). A modest correlation was observed between blood pressure and ACE among hypertensive persons (r = 0.25, P < .05) and this did persist in multivariate analysis (P < .05 for systolic blood pressure and P < .005 for diastolic blood pressure). These data suggest that ACE DD genotype may have predisposing effects on severe hypertensives and cases with positive family history, and that ACE may be one of the independent factors on hypertension.",,A Bedir;N Arik;B Adam;K Kilinç;T Gümüş;E Güner,hypertension
https://pubmed.ncbi.nlm.nih.gov/1259826/,Change in symptoms of hypertensive patients after referral to hospital clinic,"At their first visit to a hospital clinic 178 patients referred with a diagnosis of hypertension were given a self-administered questionnaire. They received a similar questionnaire 12 months later. Of the 178 patients 99 were not initially on treatment. Similarly 78 normotensive subjects were drawn randomly from the local population and sent a second questionnaire 10 months later. The symptoms at the first visit of the normotensive controls, the untreated hypertensive patients, and 477 patients on long-term treatment in the hypertension clinic were compared. Treated and untreated hypertensive patients complained more of nocturia and also of unsteadiness either on standing or in the morning. Treated hypertensives complained more of sleepiness, dry mouth, diarrhoea, and, in men, impotence and failure of ejaculation. Similarly, untreated hypertensives complained of excessive depression, blurred vision, and waking headache. Fifty-five of the normotensive subjects and 110 of the newly referred hypertensive patients responded to the second questionnaire. The proportions losing and gaining symptoms were calculated together with the proportions always complaining and never complaining of a symptom. Hypertensive patients tended to lose the complaints of unsteadiness and headache but to gain the symptoms of vivid dreams, a slow walking pace, and diarrhoea. The net improvement for a symptom was defined as the excess of patients who lost a symptom over those who gained the symptom, expressed as a percentage. Over the follow-up period the control subjects had a net improvement averaged over 14 symptoms of +2-4 per cent. A similar result was obtained for the hypertensive patients of +2-0 per cent, the symptoms lost being balanced by those gained. The changes in symptoms with time were related to the changes in blood pressure and it is suggested that only headache, 'unsteadiness, lightheadedness, or faintness' and nocturia can actually result from raised blood pressure and then only in a proportion of patients complaining of these symptoms.",,C J Bulpitt;C T Dollery;S Carne,hypertension
https://pubmed.ncbi.nlm.nih.gov/34193782/,[The Basic Theory and Strategy for the Pleural Adhesiolysis Procedure],"Medical imaging and a patient's medical history are great resource for predicting the degree of adhesions developing in the thoracic cavity. However, we would encounter a strong, total adhesion unexpectedly. Although the degree of adhesions varies in each, individual case, there are common theories and techniques to apply for the total adhesion. We hope this article would be helpful to minimize any risk, such as the amount of blood loss, the surgery duration, the degree of lung injury, and postoperative complications, if you encounter the total adhesiolysis.",,Masahiro Kaji;Seiji Omura,chest
https://pubmed.ncbi.nlm.nih.gov/2914737/,Forearm blood flow responses of offspring of hypertensives to an extended stress task,"The forearm blood flow and other cardiovascular responses of 10 healthy young men with a parental history of hypertension to an extended laboratory stressor were compared with the responses of 10 age-matched men with normotensive parents. To eliminate the effects of the anticipation of stress on baseline measures, all subjects participated in a separate 1-hour counterbalanced baseline session in which no stress was presented. There were no significant differences between the two groups in resting blood pressure, heart rate, blood volume pulse, forearm blood flow and vascular resistance, and self-report anxiety, although offspring of hypertensive parents exhibited marginally greater (p = 0.08) forearm blood flow at rest. During the stress session, subjects played video games for 1 hour and avoided mild electric shocks depending on performance. Offspring of hypertensive parents exhibited significantly greater heart rate (+19 +/- 6 vs. +3 +/- 2%), forearm blood flow (+52 +/- 14 vs. +9 +/- 4%), and self-report anxiety (+25 +/- 6 vs. +9 +/- 3%) responses to the task. There were no significant group differences in blood pressure response to the task. Significant positive correlations between forearm blood flow and heart rate responses to the task were observed. These findings extend earlier results that suggested healthy young offspring of hypertensive and normotensive parents may exhibit different patterns of hemodynamic response to stress in the absence of differences in resting blood pressure or blood pressure responsiveness to stress.",,B Ditto;S B Miller,hypertension
https://pubmed.ncbi.nlm.nih.gov/20875904/,Primary diagnosis of Wolfram syndrome in an adult patient--case report and description of a novel pathogenic mutation,"Wolfram syndrome is a rare, autosomal recessive, neurodegenerative disorder presenting with the main clinical symptoms of childhood-onset diabetes mellitus, optic atrophy, diabetes insipidus and deafness (DIDMOAD). Later stages of the disease are dominated by neurological complications and death occurs early in life with a median life expectancy of 30 years. Here we present a 44 year old patient who presented to our hospital with central respiratory failure, cognitive impairment, ataxia and parkinsonism and was first diagnosed with Wolfram syndrome. DNA sequence analysis revealed a novel pathogenic mutation within the WFS1 gene. Advanced clinical and imaging studies performed in this patient highlight the neurodegenerative process in Wolfram syndrome and expand our knowledge on the mutational spectrum of the disease.",,Anne Waschbisch;Bastian Volbers;Tobias Struffert;Juliane Hoyer;Stefan Schwab;Juergen Bardutzky,diabetes
https://pubmed.ncbi.nlm.nih.gov/32712436/,Getting under the skin: The role of CDK4/6 in melanomas,"Melanoma is the deadliest type of cancer that affects the largest organ of our body, the skin. In recent years, there is an increase in the incidence and aggressiveness of melanomas. The number of treatment options has grown considerably in the past few years, leading to significant improvements in both overall and progression-free survival. One of the attractive candidates in this wave of treatment options is a cell cycle controller: cyclin-dependent kinases (CDK) 4/6 inhibitors. CDK4/6, a class of serine/threonine kinases expressed in most cell types, controls the first gap phase (G1 to S) of the cell cycle, indicating its vital importance in both normal cellular processes as well as tumorigenesis. Up to 90% of melanoma patients have genomic mutations affecting various parts of CDK4/6 pathway. Noticeably, with the help of next-generation sequencing technology, mutations with high frequency in the CDK4 pathway were also identified in relatively rare subtypes of melanoma including acral melanoma and mucosal melanoma. Therefore, CDK4/6 inhibitors have emerged as powerful and promising anticancer therapies, especially in combination treatment with immunotherapies or other targeted therapies. In this review, we will provide an overview of current scientific knowledge regarding the oncogenic properties of CDK4/6 in melanomas, we mainly discuss the latest genomic and preclinical findings of CDK4 signaling in melanoma, the progress of CDK4 inhibition as combined with other therapies for overcoming resistance and summarize recent advances from clinical trials as well as ongoing studies which gives us a better scope into the effectiveness of CDK4/6 therapy in treating malignant melanomas.",CDK4/6 inhibitor; Cyclin-dependent kinases (CDK) 4/6; Genome; Melanoma; Resistance; Targeted therapy.,Linghong Guo;Jinxin Qi;Han Wang;Xian Jiang;Yin Liu,melanoma
https://pubmed.ncbi.nlm.nih.gov/33994323/,A patient with human coronavirus NL63 falsely diagnosed with COVID-19; Lesson learned for the importance of definitive diagnosis,"The gold standard for the diagnosis of coronavirus disease 2019 (COVID-19) is a nucleic acid detection test for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which may occasionally reveal false-positive or false-negative results. Herein, we describe a case of a patient infected with human coronavirus NL63 (HCoV-NL63) who was falsely diagnosed with COVID-19 using the Ampdirect™ 2019-nCoV detection kit (Shimadzu Corporation, Japan) and SARS-CoV-2 Detection Kit (TOYOBO co., ltd.), and was admitted to a COVID-19 hospital ward. We suspected a cross-reaction between HCoV-NL63 and SARS-CoV-2; however, the reported genome sequences of HCoV-NL63 and N1/N2 primers for SARS-CoV-2 do not correspond. Thus, the PCR result was supposed to be a false positive possibly due to contamination or human error. Although the issue of a false-negative result has been the focus of much attention to prevent the spread of the disease, a false positive is fraught with problems as well. Physicians should recognize that unnecessary isolation violates human rights and a careful diagnosis is indispensable when the results of laboratory testing for COVID-19 are unclear. Generally, in cases such as a duplicate PCR test was partially positive, either N1 or N2 alone was positive, PCR testing for two or more target regions resulted in a positive only for single region, a high cycle threshold >35 was obtained, a false positive should be suspected. Especially, when these conditions coincide, we should recognize the high likelihood of a false positive.",Coronavirus disease 2019; Human coronavirus; Severe acute respiratory syndrome coronavirus 2.,Yuki Otsuka;Hideharu Hagiya;Yasuhiro Nakano;Daisuke Omura;Kou Hasegawa;Haruto Yamada;Koji Iio;Tomoyuki Honda;Fumio Otsuka,covid-19
https://pubmed.ncbi.nlm.nih.gov/33193414/,Immunoinformatic Analysis of SARS-CoV-2 Nucleocapsid Protein and Identification of COVID-19 Vaccine Targets,"COVID-19 is a worldwide emergency; therefore, there is a critical need for foundational knowledge about B and T cell responses to SARS-CoV-2 essential for vaccine development. However, little information is available defining which determinants of SARS-CoV-2 other than the spike glycoprotein are recognized by the host immune system. In this study, we focus on the SARS-CoV-2 nucleocapsid protein as a suitable candidate target for vaccine formulations. Major B and T cell epitopes of the SARS-CoV-2 N protein are predicted and resulting sequences compared with the homolog immunological domains of other coronaviruses that infect human beings. The most dominant of B cell epitope is located between 176-206 amino acids in the SRGGSQASSRSSSRSRNSSRNSTPGSSRGTS sequence. Further, we identify sequences which are predicted to bind multiple common MHC I and MHC II alleles. Most notably there is a region of potential T cell cross-reactivity within the SARS-CoV-2 N protein position 102-110 amino acids that traverses multiple human alpha and betacoronaviruses. Vaccination strategies designed to target these conserved epitope regions could generate immune responses that are cross-reactive across human coronaviruses, with potential to protect or modulate disease. Finally, these predictions can facilitate effective vaccine design against this high priority virus.",B cells; Coronavirus Disease 2019; T cells; epitopes; nucleocapsid; severe acute respiratory syndrome coronavirus 2; vaccine.,Sergio C Oliveira;Mariana T Q de Magalhães;E Jane Homan,covid-19
https://pubmed.ncbi.nlm.nih.gov/33276717/,"A rapid, cost-effective tailed amplicon method for sequencing SARS-CoV-2","Background: The global COVID-19 pandemic has led to an urgent need for scalable methods for clinical diagnostics and viral tracking. Next generation sequencing technologies have enabled large-scale genomic surveillance of SARS-CoV-2 as thousands of isolates are being sequenced around the world and deposited in public data repositories. A number of methods using both short- and long-read technologies are currently being applied for SARS-CoV-2 sequencing, including amplicon approaches, metagenomic methods, and sequence capture or enrichment methods. Given the small genome size, the ability to sequence SARS-CoV-2 at scale is limited by the cost and labor associated with making sequencing libraries.",COVID-19; Genome sequencing; SARS-CoV-2; Viral surveillance.,Daryl M Gohl;John Garbe;Patrick Grady;Jerry Daniel;Ray H B Watson;Benjamin Auch;Andrew Nelson;Sophia Yohe;Kenneth B Beckman,covid-19
https://pubmed.ncbi.nlm.nih.gov/33435774/,COVID-19 vaccine: where are we now and where should we go?,"Introduction: The severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) has currently caused the pandemic with a high progressive speed and has been considered as the global public health crisis in 2020. This new member of the coronavirus family has created a potentially fatal disease, called coronavirus disease-2019 (COVID-19). Despite the continuous efforts of researchers to find effective vaccines and drugs for COVID-19, there is still no success in this matter.",SARS-CoV-2; clinical trials; covid-19; vaccine.,Saman Soleimanpour;Atieh Yaghoubi,covid-19
https://pubmed.ncbi.nlm.nih.gov/12808056/,Ki-67 and p53 expression in minimal deviation melanomas as compared with other nevomelanocytic lesions,"Minimal deviation melanoma is a controversial entity encompassing a heterogeneous group of lesions cytologically in the spectrum between recognized subtypes of nevi and conventional ""primary configuration"" melanomas and reported to have a better prognosis than the latter. To evaluate the distinctiveness of minimal deviation melanoma, Ki-67 proliferation rates and p53 expression in minimal deviation melanomas were compared with those in compound nevi, Spitz nevi, and vertical growth phase superficial spreading malignant melanoma. Twelve examples of each lesion were immunostained with antibodies to the Ki-67 and p53 proteins and evaluated by a pathologist who was blind to the diagnoses. The mean Ki-67 (MIB-1) proliferation rates for the compound nevi, Spitz nevi, minimal deviation melanomas, and superficial spreading malignant melanomas were 0, 3%, 13%, and 25%, respectively. The mean Ki-67 proliferation rate was statistically greater in the minimal deviation melanomas than in the compound nevi or the Spitz nevi (P <.05), but the proliferation rates in the two melanoma subtypes were not statistically significant (P =.08). The mean p53 values for these lesions were 0, 9%, 9%, and 26%, respectively; the latter two were statistically different (P <.01). Based on these Ki-67 and p53 immunophenotypes, minimal deviation melanoma may represent a distinct entity.",,Joe A Chorny;Ronald J Barr;Ainura Kyshtoobayeva;James Jakowatz;Richard J Reed,melanoma
https://pubmed.ncbi.nlm.nih.gov/26094869/,Quantitative Imaging In Vivo of Functioning Lymphatic Vessels Around Human Melanoma and Benign Nevi,"Objectives: The density of functioning human lymphatics in vivo and of immunohistochemically defined lymphatics was quantified around melanomas, benign nevi, and matched normal skin, to assess the current lymphangiogenesis paradigm. We investigated whether histological and functioning density increased around melanomas compared with benign nevi or matched skin; whether functioning and histological density increased similarly; and whether larger increases occurred around metastatic melanomas.",lymphangiogenesis; lymphangiography; lymphatic density; melanoma; metastasis.,Victoria Akhras;Rathi Ramakrishnan;Anthony W B Stanton;John R Levick;Martin G Cook;Heung Chong;Peter S Mortimer,melanoma
https://pubmed.ncbi.nlm.nih.gov/20533775/,Dyslipidemia among newly diagnosed hypertensives: pattern and clinical correlates,Background: Hypertension and dyslipidemia are closely interrelated. We aim to determine the prevalence of dyslipidemia among newly diagnosed Nigerian hypertensive subjects and its associated clinical correlates.,,Adeseye A Akintunde;E Olugbenga Ayodele;Olayinka P Akinwusi;George O Opadijo,hypertension
https://pubmed.ncbi.nlm.nih.gov/33756311/,Caution in interpretation of SARS-CoV-2 quantification based on RT-PCR cycle threshold value,"RT-PCR is the reference method for diagnosis of a Severe Acute Respiratory Syndrome-Coronavirus-2 (SARS-CoV-2) infection. During the setting up of 6 SARS-CoV-2 RT-PCR assays in our laboratory, comparative evaluations were systematically undertaken and allowed to evidence major discrepancies on cycle threshold RT-PCR results between techniques. These tendencies were confirmed in routine application when analyzing sequential samples from the same patients. Our aim was to examine the impact of the technique among factors influencing RT-PCR result, a far surrogate of 'viral load' in the heterogeneous environment of respiratory specimens.",,Aurélie Schnuriger;Marine Perrier;Valérie Marinho;Yanne Michel;Kenda Saloum;Narjis Boukli;Sidonie Lambert-Niclot;Corinne Amiel;Djeneba Bocar Fofana;Joël Gozlan;Laurence Morand-Joubert,covid-19
https://pubmed.ncbi.nlm.nih.gov/34015609/,Demographic and clinical correlates of acute and convalescent SARS-CoV-2 infection among patients of a U.S. emergency department,Background: Emergency Departments (EDs) have served as critical surveillance sites for infectious diseases. We sought to determine the prevalence and temporal trends of acute (by PCR) and convalescent (by antibody [Ab]) SARS-CoV-2 infection during the earliest phase of the pandemic among patients in an urban ED in Baltimore City.,Clinical correlates; Demographic correlates; Emergency department; Prevalence of SARS-CoV-2 antibody; SARS-CoV-2 infection; Surveillance.,Oliver Laeyendecker;Yu-Hsiang Hsieh;Richard E Rothman;Gaby Dashler;Thomas Kickler;Reinaldo E Fernandez;William Clarke;Eshan U Patel;Aaron A R Tobian;Gabor D Kelen;Thomas C Quinn;Johns Hopkins COVID-19 EM Investigators,covid-19
https://pubmed.ncbi.nlm.nih.gov/28720136/,Bilateral multiple pulmonary artery aneurysms associated with cavitary pulmonary tuberculosis: a case report,"Background: Pulmonary artery aneurysms constitute <1% of aneurysms occurring in the thoracic cavity. Congenital cardiac defects are responsible for the majority (>50%) of cases, however, pulmonary artery aneurysm is a rare sequelae of pulmonary tuberculosis reported in about 5% of patients with chronic cavitary tuberculosis on autopsy. The natural history of this potentially fatal condition remains poorly understood and guidelines for optimal management are controversial.",PA aneurysm; PAA; Pulmonary artery aneurysm; Pulmonary hypertension; TB; tuberculosis.,Pedro Pallangyo;Frederick Lyimo;Smita Bhalia;Hilda Makungu;Bashir Nyangasa;Flora Lwakatare;Pal Suranyi;Mohamed Janabi,chest
https://pubmed.ncbi.nlm.nih.gov/14530724/,Thin melanomas: predictive lethal characteristics from a 30-year clinical experience,Objective: To guide treatment and clinical follow-up by defining the natural history of thin melanomas and identifying negative prognostic characteristics that may delineate high-risk patients.,,Matthew F Kalady;Rebekah R White;Jeffrey L Johnson;Douglas S Tyler;Hilliard F Seigler,melanoma
https://pubmed.ncbi.nlm.nih.gov/33067995/,Effects of Storage Temperature and Media/Buffer for SARS-CoV-2 Nucleic Acid Detection,"Objectives: The increase in the number of patients with coronavirus disease 2019 (COVID-19) has delayed real-time reverse transcription-quantitative polymerase chain reaction (RT-qPCR), requiring proper shipping and storage conditions, especially in hot weather. This study aims to assess how some conditions, such as storage period, temperature, media or buffer, and sample types, affect the results of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RT-qPCR.",COVID-19; Coronavirus; Media and buffer; Molecular diagnostics; SARS-CoV-2; Shipping and storage; Temperature.,Namhee Kim;Ahrin Kwon;Eun Youn Roh;Jong Hyun Yoon;Mi Seon Han;Sang-Won Park;Hyunwoong Park;Sue Shin,covid-19
https://pubmed.ncbi.nlm.nih.gov/33239382/,Clinical Performance of the Point-of-Care cobas Liat for Detection of SARS-CoV-2 in 20 Minutes: a Multicenter Study,"Highly accurate testing for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) at the point of care (POC) is an unmet diagnostic need in emergency care and time-sensitive outpatient care settings. Reverse transcription-PCR (RT-PCR) technology is the gold standard for SARS-CoV-2 diagnostics. We performed a multisite U.S. study comparing the clinical performance of the first U.S. Food and Drug Administration (FDA)-authorized POC RT-PCR for detection of SARS-CoV-2 in 20 min, the cobas Liat SARS-CoV-2 and influenza A/B nucleic acid test, to the most widely used RT-PCR laboratory test, the cobas 68/8800 SARS-CoV-2 test. Clinical nasopharyngeal swab specimens from 444 patients with 357 evaluable specimens at five U.S. clinical laboratories were enrolled from 21 September 2020 to 23 October 2020. The overall agreement between the Liat and 68/8800 systems for SARS-CoV-2 diagnostics was 98.6% (352/357). Using Liat, positive percent agreement for SARS-CoV-2 was 100% (162/162) and the negative percent agreement was 97.4% (190/195). The Liat is an RT-PCR POC test that provides highly accurate SARS-CoV-2 results in 20 min with performance equivalent to that of high-throughput laboratory molecular testing. Rapid RT-PCR testing at the POC can enable more timely infection control and individual care decisions for coronavirus disease 2019.",Liat; cobas 68/8800 SARS-CoV-2; cobas Liat SARS-CoV-2 and influenza A/B; coronavirus disease 2019 (COVID-19); point-of-care (POC); reverse transcription-polymerase chain reaction (RT-PCR).,Glen Hansen;Jamie Marino;Zi-Xuan Wang;Kathleen G Beavis;John Rodrigo;Kylie Labog;Lars F Westblade;Run Jin;Nedra Love;Karen Ding;Sachin Garg;Alan Huang;Joanna Sickler;Nam K Tran,covid-19
