link,title,abstract,tag,author,keyword
https://pubmed.ncbi.nlm.nih.gov/3813595/,Malignant melanoma of mucous membranes. A clinicopathologic study of 13 cases in Japanese patients,"We found 13 mucosal melanomas (13%) among 103 cases of malignant melanoma at Tohoku University Hospital, Sendai, Japan, a high incidence. Five melanomas were found on the oral mucosa, another five on the genital mucosa, two within the nasal cavity, and one on the esophagus. Three of the melanomas on the oral mucosa occurred on the lip and the other two on the gingiva. A striking prevalence of melanomas was observed in women, the male-to-female ratio being 0.08. Histologic examination revealed that 58% of the melanomas were characterized by lentiginous, 23% by nodular, and 15% by superficial spreading proliferation. Most of the melanomas were Clark's level IV or V at the time of diagnosis. Except for three who have been under observation for a short time, all the patients have died. There appear to be some clinical and histologic similarities between mucosal melanoma and melanoma of the volar skin, but the difference in biological behavior warrants that the two be classified separately.",,T Kato;H Takematsu;Y Tomita;M Takahashi;R Abe,melanoma
https://pubmed.ncbi.nlm.nih.gov/34362977/,Development of robust isothermal RNA amplification assay for lab-free testing of RNA viruses,"Simple tests of infectiousness that return results in minutes and directly from samples even with low viral loads could be a potential game-changer in the fight against COVID-19. Here, we describe an improved isothermal nucleic acid amplification assay, termed the RICCA (RNA Isothermal Co-assisted and Coupled Amplification) reaction, that consists of a simple one-pot format of 'sample-in and result-out' with a primary focus on the detection of low copy numbers of RNA virus directly from saliva without the need for laboratory processing. We demonstrate our assay by detecting 16S rRNA directly from E. coli cells with a sensitivity as low as 8 CFU/μL and RNA fragments from a synthetic template of SARS-CoV-2 with a sensitivity as low as 1740 copies/μL. We further demonstrate the applicability of our assay for real-time testing at the point of care by designing a closed format for paper-based lateral flow assay and detecting heat-inactivated SARS-COV-2 virus in human saliva at concentrations ranging from 28,000 to 2.8 copies/μL with a total assay time of 15-30 min.",,Radhika Biyani;Kirti Sharma;Kenji Kojima;Madhu Biyani;Vishnu Sharma;Tarun Kumawat;Kevin Maafu Juma;Itaru Yanagihara;Shinsuke Fujiwara;Eiichi Kodama;Yuzuru Takamura;Masahiro Takagi;Kiyoshi Yasukawa;Manish Biyani,covid-19
https://pubmed.ncbi.nlm.nih.gov/27663921/,Dermoscopy of Nodular Melanoma: Review of the Literature and Report of 3 Cases,"Nodular melanoma is the most aggressive subtype of melanoma, with rapid growth rate and metastatic potential. It is usually diagnosed at a locally advanced stage (Breslow thickness <2 mm) and is therefore associated with a poor prognosis. Nodular melanoma often does not fit the classic clinical ABCD criteria, but rather the EFG rule or 3 Cs criteria. Missing the diagnosis of nodular melanoma is a dermatologist's worst nightmare, especially since nodular melanomas can have a non-alarming clinical appearance and imitate a wide range of benign lesions. All evolving nodular lesions, despite their size, symmetry, and color, which cannot be confidently diagnosed as benign, should be excised in order to rule out nodular melanoma. Almost all melanoma-specific dermoscopic criteria are described in context of superficial spreading melanoma. Thus, physicians are not familiar and aware enough of dermoscopic features for early detection of nodular melanomas. Herein we present 3 cases of nodular melanomas from our Department and give a review of the current literature.",,Zorica Đorđević Brlek;Ružica Jurakić Tončić;Jaka Radoš;Branka Marinović,melanoma
https://pubmed.ncbi.nlm.nih.gov/12431131/,"Diabetes insipidus in children: pathophysiology, diagnosis and management","In diabetes insipidus, the amount of water ingested and the quantity and concentration of urine produced needs to be carefully regulated if fluid volume and osmolality are to be maintained within the normal range. One of the principal mechanisms controlling urine output is vasopressin which is released from the posterior pituitary gland and enhances water reabsorption from the renal collecting duct. In diabetes insipidus, the excessive production of dilute urine, and the causes of this clinical picture can be divided into three main groups: the first is primary polydipsia where the amount of fluid ingested is inappropriately large; the second group is cranial diabetes insipidus where the production of vasopressin is abnormally low; and, the third group is nephrogenic diabetes insipidus where the kidney response to vasopressin is impaired. The history and examination may suggest an underlying explanation for diabetes insipidus but a range of baseline and more extensive investigations may be required before a diagnosis can be reached. These investigations are not without risk, and the results need to be interpreted carefully because children do not always segregate neatly into a particular diagnostic category on the basis of one test alone. Children with cranial diabetes insipidus typically respond to arginine vasopressin or its manufactured analogue, desmopressin, with an increase in urine osmolality and an associated reduction in urine output. Such children usually require neuroimaging to look for evidence of evolving CNS pathology, such as an intracranial tumour. Vasopressin ""replacement"" with desmopressin is the treatment of choice in patients with cranial diabetes insipidus although extreme caution is required when treating babies or small children because of the danger of fluid overload. Abnormal production of other pituitary hormones in children with CNS disease can also influence fluid balance. Nephrogenic diabetes insipidus can be due to abnormal electrolyte concentrations, therefore these should be measured as part of the initial assessment. In a small number of children the defect is a primary abnormality of the vasopressin receptor or one of the water channel proteins (aquaporins) involved in water transport. The treatment of these patients is difficult and typically involves therapy with a diuretic such as chlorothiazide, as well as indomethacin. These agents enhance urine osmolality by their effect on circulating volume and renal solute and water handling. The fluid intake of most young children with primary polydipsia can be safely reduced to a more appropriate level.",,Tim Cheetham;Peter H Baylis,diabetes
https://pubmed.ncbi.nlm.nih.gov/12170189/,Delay in the diagnosis of cutaneous melanoma: an analysis of 233 patients,"Knowledge of factors associated with the detection of cutaneous malignant melanomas and reasons for delay in diagnosis are essential for the improvement of secondary prevention of cutaneous melanoma. For this reason, the extent and consequence of patient and professional delay in diagnosis and treatment was investigated in 233 patients with histologically proven primary cutaneous melanomas seen at the Department of Dermatology and Allergology at the Ludwig-Maximilians-University, Munich, Germany, between January 1999 and January 2001. Personal interviews were conducted by two physicians to obtain information on patients' knowledge of melanoma symptoms, sun behaviour, delay in seeking medical attention, professional delay and related factors. The main component of delay was patient related. Nearly one-third (29.2%) of all patients reported a delay interval of more than 12 months from the onset of an observed change in a pigmented lesion or first detection of a pigmented lesion to the first visit to a physician. The delay interval from the first visit to a physician to surgical treatment was shorter (< 1 month) in most of our patients (74.7%). The predominant symptoms of melanoma detected by patients were a change in colour and an increase in size or elevation. Most patients had obtained knowledge about cutaneous melanomas from television and magazines. A delay in diagnosis and a history of many sunburns and outdoor leisure time activities were not associated with a greater tumour thickness. However, fairer skin types, lower education levels and lack of knowledge about cutaneous melanoma were associated with a greater tumour thickness. Further efforts are necessary to improve public and medical education about early detection and prompt surgical treatment, which is known to be the most effective treatment modality for cutaneous melanomas.",,M H Schmid-Wendtner;J Baumert;J Stange;M Volkenandt,melanoma
https://pubmed.ncbi.nlm.nih.gov/20686294/,Central diabetes insipidus and hypothalamic hypothyroidism associated with aceruloplasminemia,"Aceruloplasminemia is a rare autosomal recessive disease first reported by Miyajima et al. (Neurology 37: 761-767, 1987); it is clinically characterized by diabetes mellitus, retinal degeneration and neurological abnormalities, such as cerebellar ataxia, extrapyramidal signs and dementia. Aceruloplasminemia is caused by mutations in the ceruloplasmin gene, which results in the absence of serum ceruloplasmin and iron overload in the brain, liver, pancreas and other organ tissues. However, little is known about endocrine diseases associated with aceruloplasminemia. We report herein a case of aceruloplasminemia accompanied by central diabetes insipidus and hypothalamic hypothyroidism.",,Minemori Watanabe;Chikako Asai;Kota Ishikawa;Atsushi Kiyota;Tatsuhiro Terada;Satoshi Kono;Hiroaki Miyajima;Ataru Okumura,diabetes
https://pubmed.ncbi.nlm.nih.gov/34186490/,Clinical performance evaluation of SARS-CoV-2 rapid antigen testing in point of care usage in comparison to RT-qPCR,"Background: Antigen rapid diagnostic tests (RDT) for SARS-CoV-2 are fast, broadly available, and inexpensive. Despite this, reliable clinical performance data from large field studies is sparse.",Antigen rapid diagnostic test; COVID-19; Clinical evaluation; PCR; Performance evaluation; SARS-CoV-2.,Isabell Wagenhäuser;Kerstin Knies;Vera Rauschenberger;Michael Eisenmann;Miriam McDonogh;Nils Petri;Oliver Andres;Sven Flemming;Micha Gawlik;Michael Papsdorf;Regina Taurines;Hartmut Böhm;Johannes Forster;Dirk Weismann;Benedikt Weißbrich;Lars Dölken;Johannes Liese;Oliver Kurzai;Ulrich Vogel;Manuel Krone,covid-19
https://pubmed.ncbi.nlm.nih.gov/33220549/,Validation of a modified CDC assay and performance comparison with the NeuMoDx™ and DiaSorin® automated assays for rapid detection of SARS-CoV-2 in respiratory specimens,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the virus that causes coronavirus disease 2019 (COVID-19), has spread rapidly around the globe since it was first identified in December of 2019 in Wuhan, China. In a race to contain the infection, researchers and healthcare officials have developed several assays to help diagnose individuals with COVID-19. To help laboratories decide what assay to bring into testing lines, factors such as assay availability, cost, throughput, and TAT should be considered. Here we validated a modified version of the CDC assay and used it as a reference to evaluate the performance of the NeuMoDxTM SARS-CoV-2 and DiaSorin SimplexaTM Covid-19 Direct assays. In silico analysis and clinical sample testing showed that the primers/probes designed by the CDC were specific to the SARS-CoV-2 as they accurately detected all reactive samples with an assay LoD of 200 copies/mL. The performance of the three assays were analyzed using 159 nasopharyngeal swabs specimen tested within 1-5 days after routine testing. A 100 % agreement was observed between the commercial assays and the modified CDC SARS-CoV-2 assay. A deeper look at the Ct values showed no significant difference between NeuMoDx and the modified CDC SARS-CoV-2 assay, whereas DiaSorin had lower overall Ct values than the modified CDC SARS-CoV-2 assay. NeuMoDx and DiaSorin workflows were much easier to perform. NeuMoDx has the highest throughput and shortest TAT, whereas although the modified CDC SARS-CoV-2 assay has comparable throughput to DiaSorin, it has the longest hands-on time and highest TAT.",COVID-19; Pandemic; SARS-CoV-2.,Amorce Lima;Vicki Healer;Elaine Vendrone;Suzane Silbert,covid-19
https://pubmed.ncbi.nlm.nih.gov/3059645/,Carotid artery wall properties in normotensive and borderline hypertensive subjects of various ages,"The vessel wall properties of the common carotid artery were studied noninvasively in normotensive and borderline hypertensive male volunteers of various ages with the use of a multi-gate pulsed Doppler system. In the younger age group (20-35 y) both distensibility and cross-sectional compliance were significantly less in the borderline hypertensive group. In the older borderline hypertensive subjects (50-69 y) distensibility (p less than 0.05) and cross-sectional compliance (p = 0.06) were also less than in the control subjects. The reduced distensibility and cross-sectional compliance likely result from a decrease in arterial wall elasticity because the relative increase in common carotid artery diameter during systole is diminished in borderline hypertensives, despite the fact that their pulse pressure is similar to or higher than that in control subjects. The less pronounced differences in vessel wall properties between borderline hypertensive and normotensive volunteers in the older age group may be a consequence of the changes in these properties with age, partly masking the alterations due to borderline hypertension. Since the stiffer behavior of the common carotid artery in borderline hypertensives is associated with relatively slight changes in blood pressure, the question can be raised whether the alterations in arterial wall properties are really a result of the elevated arterial blood pressure; these alterations might develop independent of the blood pressure elevation.",,T Van Merode;P J Hick;A P Hoeks;K H Rahn;R S Reneman,hypertension
https://pubmed.ncbi.nlm.nih.gov/1450502/,Klinefelter's syndrome accompanied by diabetes mellitus and diabetes insipidus,"The first case of Klinefelter's syndrome accompanied by diabetes insipidus and diabetes mellitus is reported. A 41-year-old man admitted for hyperosmolar diabetic coma with a past history of diabetes insipidus was diagnosed as having Klinefelter's syndrome by endocrinological examination and sex chromosome analysis. In this case, glucose tolerance test was normalized half a year later and blood glucose was well controlled with diet therapy alone.",,K Isobe;T Niwa;M Ohkubo;M Ohba;M Shikano;Y Watanabe,diabetes
https://pubmed.ncbi.nlm.nih.gov/33308664/,Benefits and limitations of serological assays in COVID-19 infection,"Accurate and rapid diagnostic tests are critical for achieving control of coronavirus disease 2019 (covid-19), a pandemic illness caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Diagnostic tests for covid-19 fall into two main categories: molecular tests that detect viral RNA, and serological tests that detect anti-SARS-CoV-2 immunoglobulins. Reverse transcriptase polymerase chain reaction (RT-PCR), a molecular test, has become the gold standard for diagnosis of covid-19; however, this test has many limitations that include potential false negative results, changes in diagnostic accuracy over the disease course, and precarious availability of test materials. Serological tests have generated substantial interest as an alternative or complement to RT-PCR and other Nucleic acid tests in the diagnosis of acute infection, as some might be cheaper and easier to implement at the point of care. A clear advantage of these tests over RT-PCR is that they can identify individuals previously infected by SARS-CoV-2, even if they never underwent testing while acutely ill. Many serological tests for covid-19 have become available in a short period, including some marketed for use as rapid, point-of-care tests. The pace of development has, however, exceeded that of rigorous evaluation, and important uncertainty about test accuracy remains.",COVID-19; IgG; IgM; SARS CoV-2; Serology.,Zeeshan Sidiq;M Hanif;Kaushal Kumar Dwivedi;K K Chopra,covid-19
https://pubmed.ncbi.nlm.nih.gov/6694229/,Diabetes insipidus: occurrence after minor head trauma,"Post-traumatic diabetes insipidus is a rare entity, usually associated with severe head trauma, often with skull fracture and cranial nerve dysfunction. A 24-year-old male presented to a medical clinic 2 weeks after a minor head injury with presenting symptoms of polyuria with nocturia and intense polydipsia. A diagnosis of post-traumatic diabetes insipidus was made. Although other causes of polyuria syndromes must be ruled out, plotting urine versus plasma osmolalities can provide rapid preliminary diagnostic help when considering diabetes insipidus. First-line treatment should include a trial of chlorpropamide and hydrochlorothiazide. Caution should be exercised in not overlooking associated anterior pituitary damage, which may develop several years post-trauma.",,K B Kern;H W Meislin,diabetes
https://pubmed.ncbi.nlm.nih.gov/15894862/,Functional valvular incompetence in decompensated heart failure: noninvasive monitoring and response to medical management,"Objective: We hypothesized that functional mitral and tricuspid valvular incompetence (MR and TR, respectively) are reversible causes of reduced cardiac output in decompensated heart failure (DF) that accompanies systolic dysfunction in ischemic or nonischemic cardiomyopathy.",,Paulo Cesar Campos;Ivan A D'Cruz;Lillie S Johnson;Amit Malhotra;Kodangudi B Ramanathan;Karl T Weber,chest
https://pubmed.ncbi.nlm.nih.gov/3366385/,Coordinating drug use and exercise in elderly hypertensives,"In the elderly hypertensive who maintains an active lifestyle, exercise and medication can interact due to age-related changes, resulting in reduced therapeutic effect. Underlying physiologic principles and indications for exercise therapy in geriatric hypertension are discussed as an aid toward deriving the greatest benefit and fewest side effects from concomitant drug therapy in non-sedentary elderly hypertensives, an expanding patient subgroup.",,D T Lowenthal;M Wheat;L A Kuffler,hypertension
https://pubmed.ncbi.nlm.nih.gov/12917090/,Diabetes insipidus as a consequence of neurologic involvement in Behcet's syndrome,Objective: To describe a case of central diabetes insipidus that was associated with Behçet's syndrome.,,Aleksandra Szymajda;Mohsen S Eledrisi;Rakesh Patel;Gregory Chaljub;Edwardo Cepeda;Prashant Kaushik,diabetes
https://pubmed.ncbi.nlm.nih.gov/8576791/,Structural cardiovascular alterations and blood pressure variability in human hypertension,"Aim: To evaluate the cardiovascular risk of hypertensive patients in relation to left ventricular hypertrophy, arteriolar hypertrophy and blood pressure variability, and the effects of antihypertensive treatment.",,G Mancia;C Giannattasio;D Turrini;G Grassi;S Omboni,hypertension
https://pubmed.ncbi.nlm.nih.gov/34166701/,Comparison of SARS-CoV-2 N gene real-time RT-PCR targets and commercially available mastermixes,"Background: This study aimed to evaluate the impact of four different reverse transcription quantitative PCR (RT-qPCR) master mixes on the performance of SARS-CoV-2 diagnostic PCRs using three primer/probe assays targeting the N gene (A, B and C). The dynamic range and lowest detected quantity was determined using a SARS-CoV-2 partial N gene RNA transcript dilution series (100,000-1 copy/μl) and verified using 72 nose and throat swabs, 29 of which tested positive for SARS-CoV-2 RNA.",Mastermix; N gene; SARS-CoV-2 RT-PCR.,Julianne R Brown;Denise M O'Sullivan;Divya Shah;Laura Atkinson;Rui P A Pereira;Alexandra S Whale;Eloise J Busby;Jim F Huggett;Kathryn Harris,covid-19
https://pubmed.ncbi.nlm.nih.gov/9193182/,Surgical management of primary cutaneous melanomas of the hands and feet,Objective: The purpose of the study was to investigate the surgical management of cutaneous melanomas of the hands and feet.,,J F Tseng;K K Tanabe;M A Gadd;A B Cosimi;R A Malt;F G Haluska;M C Mihm Jr;A J Sober;W W Souba,melanoma
https://pubmed.ncbi.nlm.nih.gov/2914737/,Forearm blood flow responses of offspring of hypertensives to an extended stress task,"The forearm blood flow and other cardiovascular responses of 10 healthy young men with a parental history of hypertension to an extended laboratory stressor were compared with the responses of 10 age-matched men with normotensive parents. To eliminate the effects of the anticipation of stress on baseline measures, all subjects participated in a separate 1-hour counterbalanced baseline session in which no stress was presented. There were no significant differences between the two groups in resting blood pressure, heart rate, blood volume pulse, forearm blood flow and vascular resistance, and self-report anxiety, although offspring of hypertensive parents exhibited marginally greater (p = 0.08) forearm blood flow at rest. During the stress session, subjects played video games for 1 hour and avoided mild electric shocks depending on performance. Offspring of hypertensive parents exhibited significantly greater heart rate (+19 +/- 6 vs. +3 +/- 2%), forearm blood flow (+52 +/- 14 vs. +9 +/- 4%), and self-report anxiety (+25 +/- 6 vs. +9 +/- 3%) responses to the task. There were no significant group differences in blood pressure response to the task. Significant positive correlations between forearm blood flow and heart rate responses to the task were observed. These findings extend earlier results that suggested healthy young offspring of hypertensive and normotensive parents may exhibit different patterns of hemodynamic response to stress in the absence of differences in resting blood pressure or blood pressure responsiveness to stress.",,B Ditto;S B Miller,hypertension
https://pubmed.ncbi.nlm.nih.gov/34011679/,Shedding of Viable Virus in Asymptomatic SARS-CoV-2 Carriers,"Information regarding the infectivity of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in asymptomatic carriers is scarce. In order to determine the duration of infectivity and its correlation with reverse transcription-PCR (RT-PCR) results and time since initial positive PCR test in this population, we evaluated SARS-CoV-2 cell infectivity in nasopharyngeal samples longitudinally obtained from asymptomatic carriers who disembarked from a cruise ship during a COVID-19 outbreak. Of 166 nasopharyngeal samples collected from 39 asymptomatic carriers every 48 h until two consecutive negative PCR test results were obtained, SARS-CoV-2 was successfully isolated from 9 PCR-positive samples which were obtained from 7 persons (18%; 7/39). Viable viruses were isolated predominantly within 7 days after the initial positive PCR test, except for one person who shed viable virus until day 15. The median crossing point (Cp) value of RT-PCR of culture-positive samples was 24.6 (interquartile range [IQR], 20.4 to 25.8; range, 17.9 to 30.3), and Cp values were significantly associated with isolation of viable virus (odds ratio, 0.496; 95% confidence interval [CI], 0.329 to 0.747; P value, 0.001), which was consistent with existing data for symptomatic patients. Genome sequence analysis of SARS-CoV-2 samples consecutively obtained from a person who shed viable virus for 15 days identified the emergence of two novel single nucleotide variants (C8626T transition and C18452T transition) in the sample collected on day 15, with the latter corresponding to an amino acid substitution in nonstructural protein 14. The impact of these mutations on prolonged viable-virus shedding is unclear. These findings underscore the potential role of asymptomatic carriers in transmission.IMPORTANCE A growing number of studies suggest the potential role of asymptomatic SARS-CoV-2 carriers as a major driver of the COVID-19 pandemic; however, virological assessment of asymptomatic infection has largely been limited to reverse transcription-PCR (RT-PCR), which can be persistently positive without necessarily indicating the presence of viable virus (e.g., replication-competent virus). Here, we evaluated the infectivity of asymptomatic SARS-CoV-2 carriers by detecting SARS-CoV-2-induced cytopathic effects on Vero cells using longitudinally obtained nasopharyngeal samples from asymptomatic carriers. We show that asymptomatic carriers can shed viable virus until 7 days after the initial positive PCR test, with one outlier shedding until day 15. The crossing point (Cp) value of RT-PCR was the leading predictive factor for virus viability. These findings provide additional insights into the role of asymptomatic carriers as a source of transmission and highlight the importance of universal source control measures, along with isolation policy for asymptomatic carriers.",COVID-19; COVID-19 nucleic acid testing; SARS-CoV-2; asymptomatic infections; carrier state; cell culture techniques; cytopathogenic effect; infectivity; virus shedding; whole-genome sequencing.,Takayuki Murata;Aki Sakurai;Masahiro Suzuki;Satoshi Komoto;Tomihiko Ide;Takuma Ishihara;Yohei Doi,covid-19
https://pubmed.ncbi.nlm.nih.gov/31888739/,Measurement of intrapleural pressure in patients with spontaneous pneumothorax: a pilot study,"Background: The initial management of pneumothorax remains controversial, and we speculated that this might be because there is no method available for evaluation of air leak during initial management. We have developed a system for measurement of intrapleural pressure in pneumothorax to address air leak without the need for chest drainage. The aim of this clinical study was to confirm the ability of this measurement system and to determine the clinical impact of management of air leak.",Chest tube drainage; Initial management; Intrapleural pressure; Needle aspiration; Spontaneous pneumothorax.,Hiroyuki Kaneda;Takahito Nakano;Tomohiro Murakawa,chest
https://pubmed.ncbi.nlm.nih.gov/19157334/,"Awareness of the risk factors, presenting features and complications of hypertension amongst hypertensives and normotensives","Objectives: To assess the level of awareness with regards to risk factors, presenting features and complications of hypertension. Moreover, to Compare the level of awareness amongst patients (hypertensives) and nonpatients (normotensives) in Karachi, Pakistan.",,Syed Nabeel Zafar;Saqib Ali Gowani;Faria Amber Irani;Mohammad Ishaq,hypertension
https://pubmed.ncbi.nlm.nih.gov/34591874/,The cost-effectiveness of common strategies for the prevention of transmission of SARS-CoV-2 in universities,Background: Most universities that re-open in the United States (US) for in-person instruction have implemented the Centers for Disease Prevention and Control (CDC) guidelines. The value of additional interventions to prevent the transmission of SARS-CoV-2 is unclear. We calculated the cost-effectiveness and cases averted of each intervention in combination with implementing the CDC guidelines.,,Zafar Zafari;Lee Goldman;Katia Kovrizhkin;Peter Alexander Muennig,covid-19
https://pubmed.ncbi.nlm.nih.gov/32424819/,Clinicopathological characteristics and prognosis of amelanotic acral melanoma: A comparative study with pigmented acral melanoma,"We compared the clinicopathological features and prognosis between 16 amelanotic acral melanomas versus 56 pigmented acral melanomas. Amelanotic acral melanomas showed a thicker Breslow thickness (all had a Breslow thickness > 1 mm), more frequent ulceration (15/16, 93.7%) and lower HMB-45 positive rate than pigmented acral melanomas. However, a significant difference in survival was not observed.",amelanotic acral melanoma; melanoma.,Hui-Zi Gong;He-Yi Zheng;Jun Li,melanoma
https://pubmed.ncbi.nlm.nih.gov/9411584/,[Arterial hypertension and exercise],"Both dynamic and static exercise increase blood pressure in normotensive and hypertensive patients, but the change varies among these two main forms of exercise. The validity of the blood pressure response to acute exercise as a predictor for the future development of hypertension in normotensives, or of the degree of target organ damage in hypertensives is still not clear. This acute response could be an independent predictor of mortality or cardiovascular events in the normotensives. The postexercise hypotension could work as a beneficial mechanism to reduce the reduce the rise in pressure that occurs with time. While epidemiological studies suggest an inverse relationship between physical activity or fitness and blood pressure, longitudinal studies seem to confirm the hypotensive effect of dynamic aerobic training. Though possibly in a lesser degree, strength training has also been proved to be effective. Among the responsible mechanisms, a decrease in sympathetic nerve activity is most likely involved. Hypertension seems to be also associated with a lower maximal capacity, that could be even more adversely affected by the action of certain antihypertensive drugs such as diuretics or beta-blockers. All of these aspects have led to the acceptance of physical exercise among the non-pharmacological measures for the treatment of hypertension.",,L Serratosa Fernández;A Fernández Vaquero,hypertension
https://pubmed.ncbi.nlm.nih.gov/30935647/,Successful Localization and Removal of an Aberrant Sewing Needle in the Posterior Mediastinum: Usefulness of Multidetector Computed Tomography,"Foreign metallic bodies in the mediastinum are relatively rare and may cause life-threatening damages to multiple organs in the mediastinum; therefore, the foreign body warrants urgent or elective removal. When the foreign body remains in the posterior mediastinum surrounded by important organs, for example, the heart or the great vessels, it is critical to determine the right approach for its safe removal. Here, we present the successful removal of a sewing needle from the posterior mediastinum using multidetector computed tomography that helped identify the foreign body's location and its relationship with the surrounding organs.",,Kosuke Yoshizawa;Nobuhisa Ohno;Toshi Maeda;Otohime Kato;Go Ueno;Keiichi Fujiwara,chest
https://pubmed.ncbi.nlm.nih.gov/32519760/,Diagnosis of COVID-19 pneumonia despite missing detection of viral nucleic acid and initially inconspicuous radiologic findings,"The diagnosis of coronavirus disease 2019 (COVID-19) is mainly based on a positive severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) polymerase chain reaction (PCR) result. PCR samples are obtained from upper or lower respiratory tract specimens. However, the sensitivity of PCR is known to have some limitations. We report on a patient who was admitted to our hospital with dyspnea, fever, cough, and history of contact with a SARS-CoV-2 infected relative. The initial chest computed tomography (CT) showed only minimal changes and SARS-CoV-2 PCR from a nasopharyngeal swab sample was negative. PCR results obtained from further nasopharyngeal swabs, qualified sputum samples, and from a lower respiratory tract specimen also remained negative. At day 13 after admission, a second chest CT showed radiological findings suspicious for viral pneumonia. Finally, serologic results showed high levels of immunoglobulin G and immunoglobulin A antibodies against the S1 domain of the SARS-CoV-2 spike protein, and the patient was diagnosed with COVID-19 pneumonia.",COVID-19; SARS-CoV-2; pneumonia.,Martin Schiller;Stephan Wydra;Hans Ulrich Kerl;Wolfgang Kick,covid-19
https://pubmed.ncbi.nlm.nih.gov/12079244/,Molecular cytogenetics as a diagnostic tool for typing melanocytic tumors,"The melanocyte can give rise to a variety of both benign and malignant lesions that differ in their clinical and histopathological appearance. It is likely that genetic changes underlie this phenotypic diversity. Comparative genomic hybridization (CGH) is a genome-wide scanning technique that permits the measurement of copy number aberrations in archival tumors. Using CGH, we have demonstrated significant differences in the frequency of chromosomal aberrations in primary cutaneous melanomas and Spitz nevi. Whereas the majority of melanomas have aberrations frequently involving chromosomes 9, 10, 7, and 6, most Spitz nevi do not show aberrations. However, a small subset of Spitz nevi show an isolated gain of the short arm of chromosome 11p. As this aberration has not been observed in melanomas, the measurement of chromosomal aberrations should be further evaluated as a diagnostic tool for ambiguous melanocytic tumors.",,Boris C Bastian,melanoma
https://pubmed.ncbi.nlm.nih.gov/33130151/,End-point RT-PCR: A potential alternative for diagnosing coronavirus disease 2019 (COVID-19),"Real-time reverse transcription-polymerase chain reaction (RT-qPCR) is considered the ""gold standard"" for the direct diagnosis of SARS-CoV-2 infections. However, routine diagnosis by RT-qPCR is a limitation for many laboratories, mainly due to the infrastructure and/or disproportionate relationship between demand and supply of inputs. In this context, and to increase the diagnostic coverage of SARS-CoV-2 infections, we describe an alternative, sensitive and specific one-step end-point RT-PCR for the detection of the SARS-CoV-2 E gene. The performance of the RT-PCR was evaluated in 43 clinical samples, of which 10 and 33 were previously identified as negative and positive, respectively, by RT-qPCR. Among the positive samples, 15 and 18 were from asymptomatic and symptomatic individuals, respectively. Here, 32/33 of the positive samples in the RT-qPCR, including from asymptomatic individuals, were found positive in the RT-PCR (Ct 15.94-34.92). The analytical sensitivity of the assay was about 7.15-9 copies of vRNA/μL, and nonspecific amplifications were not observed in SARS-CoV-2 negative samples. Importantly, the RT-PCR reactions were performed in a 10 μL final volume. Finally, considering specificity, analytical sensitivity and cost reduction, we believe that the RT-PCR platform described here may be a viable option for the diagnostic of SARS-CoV-2 infections in laboratories in which RT-qPCR is not available.",COVID-19; E gene; Molecular diagnosis; RT-PCR; SARS-CoV-2.,José Valter Joaquim Silva Júnior;Ingryd Merchioratto;Pablo Sebastian Britto de Oliveira;Thaísa Regina Rocha Lopes;Patrícia Chaves Brites;Elehu Moura de Oliveira;Rudi Weiblen;Eduardo Furtado Flores,covid-19
https://pubmed.ncbi.nlm.nih.gov/18566338/,"Wolfram syndrome (diabetes insipidus, diabetes, optic atrophy, and deafness): clinical and genetic study","Objective: Wolfram syndrome is an autosomal recessive neurodegenerative disorder characterized by diabetes insipidus, diabetes (nonautoimmune), optic atrophy, and deafness (a set of conditions referred to as DIDMOAD). The WFS1 gene is located on the short arm of chromosome 4. Wolfram syndrome prevalence is 1 in 770,000 live births, with a 1 in 354 carrier frequency.",,Giuseppe d'Annunzio;Nicola Minuto;Elena D'Amato;Teresa de Toni;Fortunato Lombardo;Lorenzo Pasquali;Renata Lorini,diabetes
https://pubmed.ncbi.nlm.nih.gov/29261631/,Ventriculopleural Shunt Dysfunction Due to a Loculated Pleural Collection Demonstrated on SPECT/CT Imaging,"A 35-year-old woman presented with increasing drowsiness on a background of childhood meningitis and hydrocephalus managed with a ventriculopleural shunt. Her cerebral CT and chest radiograph were unchanged from previous imaging and did not identify significant pathology. Because of clinical suspicion of cerebrospinal fluid shunt dysfunction, she was referred for a cerebrospinal fluid shunt study, which demonstrated tracer accumulation within a loculated pleural collection in the left costophrenic recess.",,Jeremy Szajer;Roberto Russo;Robert Mansberg,chest
